generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,12,0,1,0.2,0.406838,-12.5462,19.9898,10.1961,6.15082,4.42581,17.3161,-4.1393,-5.37484,3.68004,-2.01955,8.50482,-7.82339,-6.12012,-6.55833,-2.24529,-1.66672,-19.6141,7.31052,-18.7111,1.85722,1.27303,-3.84571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,24,0,2,0.5,0.731083,-12.5437,17.9115,8.87283,7.9284,2.28875,17.7117,-7.87773,-5.50606,2.51296,-4.42378,8.17944,-6.62317,-6.3632,-6.30433,-4.13594,2.50788,-20.2898,7.39619,-17.373,3.06631,3.42702,-4.66346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2
2,36,0,3,0.366667,0.850287,-12.9751,17.9176,11.8447,6.95887,3.91142,17.0132,-8.69984,-5.99377,3.32894,-4.47314,10.1685,-6.56758,-3.44785,-5.90281,-1.98174,5.33594,-19.8958,4.87782,-17.7722,5.04061,4.42573,-3.60245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3
3,48,0,2,0.266667,0.639684,-12.7762,18.8476,9.80233,6.87395,5.45534,18.5075,-7.70866,-7.52262,4.9934,-7.0251,9.9258,-4.64497,-6.63913,-7.2706,-1.57063,6.21472,-20.7651,5.89512,-14.3816,4.60355,5.44614,-0.618509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2
4,60,0,2,0.233333,0.504007,-14.8961,18.6455,8.4736,7.93999,6.53045,18.1369,-5.74474,-3.24058,7.23428,-10.3179,11.4859,-2.13162,-5.4487,-4.82826,0.263927,7.28863,-19.2973,6.75728,-15.9039,5.94773,5.84024,-2.60691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
5,72,0,2,0.266667,0.52083,-14.4756,18.5658,9.55911,10.1614,6.65499,17.5458,-5.58329,-10.1057,8.25321,-13.9047,9.75572,-1.50557,-2.56417,-9.29053,-1.94549,8.30141,-17.0144,6.91271,-16.55,5.94109,6.66086,-5.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
6,84,0,1,0.333333,0.479463,-16.066,19.7064,9.46803,10.2637,5.65584,17.3214,-4.65982,-8.47319,9.38995,-12.084,11.7445,-1.04516,-4.30073,-8.89266,-0.686119,10.2958,-14.1752,7.76481,-13.3767,4.5972,4.3786,-5.56778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7,96,0,3,0.5,0.900192,-18.8786,22.1605,6.77991,11.909,5.60915,19.1663,-3.95126,-11.6927,14.1217,-9.15832,11.1222,2.04134,-4.61085,-10.9961,-4.47023,7.90541,-14.146,8.96469,-15.3545,1.58353,3.87189,-9.3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3
8,108,0,4,0.733333,1.04826,-16.7782,22.6428,4.93338,13.1231,1.18922,19.6707,-1.98646,-14.6423,15.6976,-8.07583,9.92397,2.75328,-4.23721,-8.17273,-3.73216,8.33137,-14.3651,13.0396,-15.5741,-0.339952,5.19915,-10.8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,4
9,120,0,3,0.366667,0.718395,-15.5275,22.2906,2.52404,13.9273,2.66608,18.1693,0.838775,-16.1807,17.3522,-7.47447,8.72566,2.78081,-1.74025,-4.88765,-3.4114,9.04012,-12.7755,13.1422,-15.7333,-0.939644,1.41646,-12.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3
10,132,0,3,1.06667,1.11211,-14.2325,21.3018,2.22649,13.9079,4.38745,18.5862,2.74443,-15.1981,15.7321,-4.16963,7.59953,3.92122,-2.62278,-3.07941,-3.28949,6.63901,-10.2874,8.81857,-16.378,-3.54414,6.84844,-15.8225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3
11,144,0,4,1,1.23176,-15.9936,23.0735,3.97622,13.0829,3.39418,15.7958,2.54658,-15.5676,14.4413,-2.50011,7.97274,6.44892,-0.795432,-6.0231,-2.8132,6.05057,-9.4035,9.03783,-15.4278,-4.70084,5.2236,-22.6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4
12,156,0,5,1.5,1.3834,-13.397,25.8899,1.4541,12.8869,1.46501,15.0317,2.82476,-15.2322,11.8639,-3.77683,9.97981,5.71708,-0.457708,-7.64473,-1.64912,6.38314,-10.2324,7.21633,-14.474,-5.11906,3.17069,-21.377,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,5
13,168,0,4,1.16667,1.28877,-16.2462,27.0296,2.99029,11.6853,5.5515,14.7496,0.0515984,-16.2259,11.6201,-4.90307,8.88015,9.21175,-3.64047,-5.32423,-1.53468,6.89266,-11.7798,6.52823,-14.7222,-8.07843,5.22305,-22.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4
14,180,0,2,0.566667,0.678911,-20.2288,26.9292,-0.0934606,13.5189,6.16721,18.5171,-2.48655,-18.54,11.4503,-4.11428,6.25153,9.75706,0.206199,-5.77334,-2.03289,3.12455,-14.2647,6.42475,-14.3756,-8.78193,6.20961,-24.4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2
15,192,0,6,0.833333,1.5775,-16.7533,23.8572,-1.3711,14.5095,8.44786,17.8929,-2.91741,-18.511,10.9238,-4.40194,4.79276,7.79176,0.380101,-6.64939,-0.802545,5.0721,-12.2238,5.64969,-13.1345,-10.0713,2.97284,-22.6836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,5,6
16,204,0,5,1.6,1.71404,-14.6061,25.892,2.95826,11.9431,7.14745,20.5962,-5.44128,-17.1709,10.8414,-4.44631,5.86221,4.74419,-3.59333,-6.84892,-2.42862,5.33304,-13.3357,5.68972,-14.1823,-11.4806,3.30121,-21.6692,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,5,5,5
17,216,0,4,0.8,1.03057,-15.2526,25.2697,2.0886,11.7299,6.89778,23.5095,-5.86,-11.0106,9.02721,-5.036,5.50803,3.53007,-0.173772,-8.38142,-6.48439,6.29415,-18.705,9.9891,-9.86753,-12.0818,3.52212,-23.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4
18,228,0,5,1.36667,1.29943,-14.3924,26.7106,1.74267,11.3002,9.03928,21.7379,-6.00075,-6.87559,9.2576,-6.16776,5.61315,2.22282,0.576969,-5.34222,-7.1191,8.55005,-17.3898,13.1847,-12.4933,-13.0353,4.27493,-21.5799,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,5
19,240,0,7,2.8,1.78885,-16.4564,21.5803,3.58772,15.4633,6.59865,20.3402,-5.97491,-8.48587,7.68929,-5.51993,5.13437,3.08903,-3.31995,-7.54604,-3.35266,8.8476,-15.6887,10.2517,-12.6304,-12.0491,3.32527,-25.66,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,7
20,252,0,4,2.06667,1.17248,-13.6556,20.9351,3.49211,18.4626,9.06359,21.3189,-6.08956,-9.65889,7.2143,-2.90892,4.42835,4.96697,-4.11887,-6.34908,-3.16429,10.1319,-16.8213,11.2387,-10.814,-8.53824,2.80997,-27.4247,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4
21,264,0,5,1.66667,1.47001,-13.8555,19.5882,2.53406,20.0367,9.26786,24.4215,-8.45466,-14.7694,6.56477,-3.71837,6.63152,4.64068,-1.96353,-6.89702,-1.1107,14.4258,-16.0914,10.2915,-14.9554,-9.20685,1.65444,-29.6313,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,5,5
22,276,0,6,2.56667,1.6955,-14.1178,22.6102,0.320053,19.5225,5.37584,22.0329,-7.15138,-11.9584,6.66169,-3.47037,8.14161,6.76696,-0.338158,-7.25456,-2.9196,15.0926,-15.9506,6.76941,-16.587,-10.5446,1.46754,-32.5246,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,5,5,5,5,6
23,288,0,5,1.7,1.48904,-14.7789,21.24,-2.39285,19.6005,6.15877,22.9,-4.78794,-11.9943,9.27684,-2.92377,8.16571,6.01847,-2.30789,-8.31212,-1.82065,15.5472,-15.7025,10.7156,-14.6643,-11.3465,-0.746452,-36.3657,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,5,5
24,300,0,10,2.83333,2.33538,-19.0199,18.546,-1.31817,22.3932,4.55865,22.9719,-5.42562,-10.8325,9.33075,-0.123903,8.61987,5.76299,-6.26408,-8.5548,-2.30117,14.4145,-13.5593,10.8666,-12.0499,-15.2632,-1.80136,-32.9906,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,5,5,6,7,10
25,312,0,6,1.86667,1.65536,-20.9392,16.9431,-3.58472,23.1153,4.69769,21.3471,-6.14399,-12.3477,11.2012,-1.20519,6.87146,5.64205,-7.06041,-9.06016,-4.8079,14.859,-14.6148,11.0147,-17.0695,-15.3669,-1.89464,-30.0074,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,6
26,324,0,5,1.16667,1.23409,-22.0665,21.1117,-3.05312,24.7703,4.04384,19.6508,-7.20597,-13.6692,7.96239,1.66301,9.05309,8.13528,-9.29368,-8.32706,-5.8173,12.5393,-13.2824,12.7316,-15.2934,-15.7052,-1.35677,-31.5533,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,5
