generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,12,0,1,0.0666667,0.253708,-10.5031,-2.22414,-4.06178,0.740675,-6.18183,8.52414,-5.45443,-4.47315,2.66526,-0.673598,-3.68142,-1.10469,-0.838529,9.718,-2.57403,-4.82897,-0.776654,2.40415,-13.2766,-0.385769,-5.42369,-5.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,24,0,4,0.6,0.968468,-10.8263,-0.609916,-8.12037,-2.20572,-6.43346,5.00299,-4.66059,-2.57479,1.48202,0.0765947,-3.37238,0.874256,-0.739166,10.5964,-5.9775,-1.22992,-0.0809355,2.61972,-10.5336,-0.846367,-5.4436,-4.21939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,4
2,36,0,10,2.23333,2.32947,-11.0142,1.03965,-11.0454,0.575311,-6.07674,4.57266,-9.01463,-3.832,0.362824,0.462753,-4.06551,-1.49702,0.787998,9.66,-8.1935,-1.07756,0.0120117,2.64961,-6.92557,-1.51911,-4.74687,-6.59901,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,8,10
3,48,0,10,2.53333,2.41737,-11.2508,-1.30092,-8.95579,4.60623,-6.17226,4.888,-9.21893,-4.46065,-1.18787,0.222816,-3.69763,-5.13952,3.40837,9.4312,-9.63199,-3.43254,-2.47598,5.95343,-7.38395,-5.32416,-6.70428,-2.37064,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,5,5,5,5,6,7,10
4,60,0,12,3.53333,2.89748,-9.02833,0.0874404,-6.46834,5.16737,-6.0653,5.7747,-7.68081,-8.64677,-0.623084,-1.17317,-5.38111,-7.27265,4.41812,11.1312,-10.296,-3.35599,-8.66849,5.36378,-4.82591,-6.55329,-6.26229,-4.47977,0,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,9,12
5,72,1,17,7.16667,4.34768,-11.7873,-0.761923,-4.26969,5.06754,-4.12545,6.2481,-9.15784,-8.74469,-1.5414,-2.8523,-4.8906,-6.67458,3.83371,9.78672,-9.9479,-3.09842,-9.75554,3.43568,-4.88821,-6.56929,-10.0742,-6.53287,1,1,1,2,3,3,4,4,4,4,5,5,5,5,7,7,7,8,8,9,9,10,10,10,12,13,13,14,14,17
6,84,0,15,5.93333,3.98214,-9.6685,0.999194,-7.81987,6.19217,-1.01561,7.64765,-5.68613,-7.97137,-2.83021,-1.38175,-4.80465,-4.35187,0.247427,11.154,-11.7776,-7.69627,-9.12078,5.7508,-3.58992,-7.2046,-12.0186,-5.73457,0,1,2,2,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,6,7,8,9,9,11,11,11,13,13,15
7,96,0,22,7.73333,4.92659,-7.83049,7.6949,-8.38178,7.7979,-2.28529,8.50107,-5.11955,-7.33697,-3.11739,1.38189,-5.22494,-7.55466,1.87791,8.98834,-9.09585,-6.31416,-10.9196,5.14037,-0.587588,-8.17156,-11.4914,-7.97546,0,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,8,8,9,9,9,11,11,11,11,14,14,14,16,22
8,108,1,25,7.36667,4.58997,-9.79655,4.27403,-10.2057,6.61588,-0.954996,8.66658,-5.97856,-4.31725,-4.10856,1.14861,-4.94541,-5.73067,0.389108,6.72806,-12.8401,-5.58454,-11.1771,7.27063,-1.8482,-6.31455,-12.8856,-8.18716,1,2,3,3,3,4,4,5,5,5,5,6,6,6,6,6,6,8,8,8,9,9,10,10,10,11,11,13,13,25
9,120,0,16,5.03333,3.85499,-10.0376,3.79006,-9.29044,3.24492,-0.130763,5.75193,-3.61922,-3.90501,-3.97377,-1.80313,-9.23421,-2.65743,-0.528486,6.75778,-13.9802,-3.30183,-10.1632,5.76047,-1.14702,-4.10374,-13.9503,-10.4008,0,0,1,1,1,1,1,1,2,3,3,4,4,4,4,4,6,6,6,6,6,7,8,8,8,9,9,10,12,16
10,132,0,12,5.33333,3.61351,-7.66232,2.76654,-6.90554,3.32263,-0.744797,5.86023,-2.8017,-4.13273,-0.762335,-3.32086,-8.59846,-2.43735,0.127544,7.30312,-17.3559,-3.06795,-12.4375,3.49217,-0.301152,-0.67013,-14.323,-11.3235,0,0,0,1,1,1,2,2,3,3,4,4,4,5,5,5,6,6,6,7,8,8,8,8,9,10,10,11,11,12
11,144,0,17,6.23333,4.22377,-9.60837,2.27944,-6.63665,4.16518,0.11761,5.7035,-1.94296,-6.92583,0.0360896,-6.86507,-10.3762,0.22555,-0.790575,6.26902,-13.8324,-1.13878,-12.1744,4.21074,1.9579,-1.10307,-13.9436,-10.05,0,1,1,2,2,3,3,3,3,3,4,4,4,5,6,6,6,7,7,8,8,8,8,9,9,10,11,14,15,17
12,156,0,11,5.8,3.23131,-7.35578,2.88373,-5.80177,3.59219,-2.39659,5.60123,1.20505,-7.27287,-0.548289,-9.37517,-10.4817,-0.616371,-0.394577,6.3422,-15.7152,2.74672,-13.6076,2.17484,3.18379,0.389814,-13.0886,-11.0724,0,1,1,2,2,2,3,3,4,4,4,4,4,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,10,11
13,168,0,10,3.16667,2.32057,-5.39771,5.72193,-8.85792,1.80704,1.98338,3.82304,1.3955,-4.61138,1.49117,-9.23571,-9.83769,-2.72121,-1.14695,5.4049,-16.4234,3.72251,-16.7065,4.49575,2.7345,-0.0645654,-13.1852,-10.3995,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,6,7,7,10
14,180,0,7,1.7,1.57896,-8.65764,7.43388,-7.72764,-1.56515,6.49072,2.85886,2.90606,-5.7527,0.274456,-9.16495,-11.5512,-5.57694,2.38564,1.8501,-13.6002,2.17214,-18.1161,4.39183,3.66448,0.110105,-14.9697,-6.91964,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,5,7
15,192,0,6,1.93333,1.96404,-13.6533,8.83961,-7.74247,-3.4233,6.79885,2.73337,3.36602,-9.91131,0.597063,-9.01994,-16.47,-5.67388,1.74164,1.58324,-11.3497,4.30985,-15.7939,7.26388,1.56704,-1.42581,-14.4678,-9.30791,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6
16,204,0,9,2.83333,2.66631,-10.8245,8.42754,-8.08107,-4.09502,8.10812,-0.603306,4.24078,-11.6669,-3.03475,-9.78333,-18.0772,-5.18771,2.61364,2.95934,-14.1421,6.22353,-13.8584,4.42833,3.56627,-0.97907,-17.2506,-10.6688,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,5,5,6,7,7,9,9
17,216,0,9,2.13333,2.43159,-11.0135,11.3379,-13.3343,-11.5581,8.18525,0.8301,4.30028,-12.4063,-5.30306,-10.3915,-20.1293,-8.73014,0.299118,5.02812,-16.0715,11.2619,-14.1179,4.99058,2.90924,-2.19498,-17.3833,-12.3902,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,6,6,7,9
18,228,0,12,2.13333,3.05956,-8.62087,8.52921,-12.0771,-10.8218,7.44257,2.14542,5.15014,-11.5678,-6.45708,-12.2361,-18.7114,-7.60314,0.987617,5.75151,-19.1106,10.2564,-15.5189,-0.62434,0.919572,-3.95348,-20.984,-16.4501,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,6,12,12
19,240,0,13,4.46667,3.62685,-9.31869,9.85129,-13.4661,-7.01944,6.8961,0.804944,4.81325,-12.4721,-4.04533,-11.3448,-18.0353,-6.87776,0.429329,6.24635,-22.3006,11.2237,-12.6336,0.073825,0.065988,-7.77782,-21.5794,-17.9684,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,5,5,5,6,7,8,8,9,10,10,12,13
20,252,0,19,4.9,4.49789,-7.47217,8.64788,-15.3353,-5.99623,7.09314,-1.16142,4.36398,-11.0743,-5.0929,-11.3165,-16.3396,-6.0812,0.419727,4.15455,-18.7249,10.2321,-11.8085,-0.429955,-1.82539,-5.2535,-24.5166,-14.3979,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,5,5,6,6,6,6,7,8,9,9,10,12,13,19
21,264,0,16,6.66667,4.39697,-8.01259,8.05012,-15.1843,-5.32632,4.87198,0.0539546,4.01237,-11.874,-7.94027,-14.6954,-19.8222,-5.479,-1.01862,3.50451,-20.1369,12.0994,-13.1235,-1.4707,0.352852,-2.00937,-24.2792,-13.2674,0,1,1,1,2,2,2,4,4,4,4,5,5,6,6,7,7,7,7,7,8,9,9,11,13,13,13,13,13,16
22,276,0,15,4.3,3.38506,-9.00187,11.5535,-14.6295,-6.0028,1.59066,4.82537,1.36615,-14.2539,-7.14761,-14.2368,-22.8634,-9.8295,-0.989343,4.43726,-18.8926,14.5707,-9.41754,-5.0041,0.523957,-1.18848,-24.5864,-14.7672,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,5,5,5,5,5,5,5,6,6,7,7,8,8,11,15
23,288,0,8,3.26667,2.55874,-10.6066,11.3334,-11.4279,-4.69449,3.48529,5.17089,-3.72408,-13.2028,-7.83912,-14.8005,-23.7449,-11.2007,-3.18788,6.44788,-17.0391,15.4867,-10.401,-6.12039,1.29966,-1.47552,-27.5632,-19.7076,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,6,6,6,6,7,8,8,8
24,300,0,10,3.83333,3.02955,-10.2858,8.99625,-12.534,-3.82609,2.23144,3.42435,-7.01786,-16.6812,-9.65361,-15.1162,-22.1853,-9.03164,-3.36116,7.14575,-14.971,10.042,-10.1766,-8.87547,2.89954,1.48066,-25.2452,-23.2938,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,5,5,5,6,6,7,7,8,10,10,10
25,312,0,20,6.86667,5.91744,-11.4239,10.3751,-10.0029,-2.69639,2.81044,3.44754,-3.85243,-17.324,-7.11551,-13.0552,-22.3105,-10.0456,-2.47029,5.77479,-14.8951,7.54974,-10.3132,-10.3243,4.2365,-0.257991,-25.1648,-23.0761,0,0,0,0,0,1,1,2,3,3,3,4,4,5,5,6,7,7,8,9,9,10,11,11,12,14,16,16,19,20
26,324,1,32,10.7667,6.87666,-16.0957,7.91325,-11.6638,-6.10496,3.01314,2.97918,-4.55232,-15.7891,-6.39271,-14.2197,-21.2,-11.5682,-4.4268,6.71225,-14.1236,2.99328,-10.6765,-9.85772,5.27431,-0.493375,-28.5088,-21.3539,1,2,3,3,3,4,6,6,6,6,6,7,8,8,11,11,12,12,13,13,13,14,14,17,17,17,18,20,20,32
27,336,3,47,19.8,9.97376,-17.3355,9.30436,-14.6717,-6.09583,1.03729,3.79218,-3.95975,-16.1823,-8.16071,-14.8626,-21.07,-9.02239,-5.65836,1.71284,-12.8962,1.05966,-13.7171,-8.57237,4.92904,-1.48075,-29.659,-20.5206,3,7,7,8,10,11,11,11,12,13,16,16,18,18,18,18,19,20,23,24,25,27,28,28,28,29,32,33,34,47
28,348,3,61,26.3,15.6032,-17.8501,13.1134,-18.0977,-8.87706,1.69565,3.43406,-5.18501,-14.7564,-7.49108,-15.8417,-20.9017,-7.77039,-6.17456,-1.15959,-14.214,0.813598,-13.8191,-6.76404,3.37968,-3.78983,-33.1195,-24.2717,3,5,8,8,10,10,13,17,18,18,19,20,20,21,22,24,25,26,28,30,31,32,32,42,42,47,50,52,55,61
29,360,3,57,18.7333,12.5009,-20.091,13.0177,-20.7532,-8.84497,3.19126,4.40339,-8.47632,-11.5555,-4.9017,-16.9788,-20.0653,-9.36179,-5.80552,0.80746,-14.1193,0.114844,-16.085,-8.01024,7.73027,-1.84435,-33.8972,-23.0806,3,4,5,6,6,7,8,8,11,11,14,14,14,17,18,18,18,19,19,20,20,23,24,28,28,30,31,34,47,57
