generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,12,0,4,1.03333,1.18855,-8.48053,0.680659,-1.18321,-2.48638,6.48459,0.763909,-0.133455,-1.13253,-2.2602,-1.41433,-2.4659,-3.58967,-1.47822,-3.83624,4.58718,-9.71323,-4.5055,-4.23548,6.98415,1.03761,-4.43391,-2.8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4
1,24,0,6,0.9,1.39827,-7.84101,4.96608,-1.69974,-3.10819,12.0581,-1.19742,-2.90325,-4.80509,-4.20584,-4.98081,-4.96369,-6.19201,0.591451,-1.12269,-2.00201,-7.57344,-2.62439,-6.79762,16.9936,7.95308,-3.20918,-4.10652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,4,6
2,36,0,8,1.26667,1.92861,-6.14213,3.72449,0.956201,-7.94371,13.3663,-3.83403,-8.95633,-6.59255,-4.18063,-15.7095,-4.76503,-2.4848,-6.70905,-0.218462,0.455676,-10.4559,-0.0499688,-4.81175,17.9469,12.3848,-6.24331,-8.48175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,4,4,6,8
3,48,0,7,1.66667,2.10637,-8.42077,9.10885,0.495655,-1.79838,13.0853,-3.85596,-6.94892,-4.31343,-4.99663,-12.4488,-8.41727,-3.72357,-6.4486,-0.799021,0.0747626,-11.3353,2.90683,-5.35762,16.7356,12.6473,-5.7032,-9.81534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,3,3,4,6,7,7
4,60,0,9,1.5,1.96082,-5.4077,12.1797,-0.741274,-1.78071,11.1554,-4.53362,-9.88257,-2.46323,-9.82793,-11.1956,-7.90641,-9.99102,-2.40034,-1.99904,1.53892,-13.4981,2.25036,-4.10833,17.9966,8.21207,-9.86481,-11.1287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,5,9
5,72,0,5,0.833333,1.20583,-6.52558,14.8564,0.396252,-0.92417,10.9013,-4.46445,-8.0048,-3.15832,-11.798,-2.51224,-9.30561,-10.0846,-6.41825,-1.91091,2.87753,-11.4397,3.91873,-4.2671,18.1309,11.0965,-15.3196,-6.96287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,5
6,84,0,2,0.4,0.723974,-2.56532,15.3531,1.96664,-4.24864,9.71506,-7.5442,-6.75828,-5.1678,-8.42292,-1.79461,-9.89382,-8.72368,-8.27203,-2.05009,2.24403,-14.4325,2.71235,-4.76912,16.074,13.6997,-17.1502,-7.08961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2
7,96,0,6,1,1.57568,-1.02123,10.203,1.92049,-5.51169,8.16902,-8.41486,-11.0422,-5.32304,-8.15259,-1.47525,-7.73586,-4.56416,-7.65848,-2.95717,2.55649,-12.0694,4.28116,-4.98719,15.2871,15.4386,-20.2799,-8.40165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,5,6
8,108,0,6,1.56667,1.8696,-1.43411,10.0658,0.800473,-8.58968,7.06568,-9.08022,-9.99763,-5.80262,-4.3755,-3.78295,-6.6107,-3.46835,-6.40402,1.59115,5.00761,-12.8078,1.69845,-4.54992,17.7031,12.8718,-18.9568,-8.93781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,4,4,4,5,5,6
9,120,0,7,1.73333,1.91065,-1.23717,6.65455,-1.2142,-11.8678,8.42361,-6.89635,-8.05791,-2.91315,-4.28231,-3.16999,-6.57548,-2.6941,-9.04694,-2.72713,6.80676,-12.2146,2.19392,-3.7692,18.2168,10.3312,-17.7567,-7.58202,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,5,6,6,7
10,132,0,11,2.66667,2.68242,-3.37336,7.1458,-1.66131,-9.09032,9.35956,-12.2698,-9.2867,-6.84379,-4.09163,-3.6662,-8.62895,-3.72895,-8.19332,-7.64841,3.74745,-12.6087,2.64606,-3.71714,16.3438,7.43442,-24.1502,-6.95047,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,6,6,8,11
11,144,0,9,2.76667,2.0957,-2.3137,8.36457,-2.13774,-4.49271,9.2328,-11.6019,-8.88344,-6.32826,-3.26334,-4.98214,-7.70272,-3.53489,-10.3743,-7.96804,4.15674,-9.96839,3.2234,-4.21906,15.1238,5.19635,-21.4151,-8.39736,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,7,9
12,156,0,14,3.06667,2.63836,-2.31687,7.70247,-1.41863,-5.98161,6.47946,-14.2603,-12.1654,-7.72164,-0.648209,-4.8734,-10.8207,-3.83101,-10.8743,-7.84762,3.27962,-13.3041,1.86343,-4.07326,15.9934,6.40082,-22.324,-8.89047,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,6,6,14
13,168,0,9,3.86667,2.52891,-1.6922,7.84011,-4.03997,-4.50339,5.81598,-13.0996,-8.87837,-11.1288,1.70289,-7.44137,-11.2457,-1.14983,-10.905,-10.0803,3.65818,-14.3155,3.73339,-3.88563,16.4379,6.85102,-22.2444,-10.0336,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5,5,5,6,6,6,7,7,7,7,8,9
14,180,0,9,2.9,2.30965,-0.699305,6.94473,-4.58806,-2.796,2.03178,-13.5171,-9.33755,-10.7943,1.0986,-8.75172,-11.5345,-0.838815,-8.67046,-12.331,1.39099,-13.99,3.3937,-3.219,16.8016,5.42676,-23.3545,-10.3078,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,6,7,9
15,192,0,15,5.66667,3.37673,-0.860751,8.82207,-6.12719,-6.98534,4.15013,-12.6164,-4.22803,-9.10557,-0.647585,-9.13292,-13.4296,0.442162,-10.0441,-13.3762,1.31689,-17.2798,4.26421,-5.26235,14.7807,4.21972,-25.945,-12.3573,0,1,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,6,6,7,7,7,9,9,9,9,9,9,12,15
16,204,0,16,5.7,4.6249,-2.30848,11.3816,-5.18117,-10.594,3.1709,-10.6738,-10.893,-11.4442,-4.29414,-9.0371,-12.4819,1.57116,-8.80646,-14.5429,1.84999,-14.1626,4.58402,-4.4233,14.8721,3.65709,-26.9212,-12.547,0,0,0,1,1,1,1,2,2,2,2,4,4,5,5,5,5,6,7,7,7,8,9,10,10,11,12,13,15,16
17,216,0,17,6.56667,4.50045,0.0889532,11.1463,-1.97157,-10.2653,3.4275,-8.53536,-7.51946,-12.0215,-4.69757,-7.92977,-13.4665,2.84657,-9.6612,-16.5933,1.32149,-15.2738,0.937794,-3.12433,19.0177,4.32153,-28.6891,-18.988,0,0,1,2,2,3,3,3,3,3,4,5,5,6,6,6,6,7,7,8,9,9,9,10,10,11,11,15,16,17
18,228,0,30,8.03333,7.65409,0.81145,13.4582,0.0989108,-10.0448,2.4219,-6.66449,-2.82814,-10.7838,-7.00385,-8.303,-15.5795,4.08441,-9.987,-14.3276,3.52156,-16.1649,1.81642,-5.56931,18.3294,5.82355,-28.8163,-23.3787,0,0,0,0,0,2,2,3,3,3,3,4,5,7,7,8,8,8,9,9,9,10,10,11,12,13,15,23,27,30
19,240,0,22,9.6,6.28956,0.12748,12.2422,-0.550477,-10.6835,2.00525,-7.23126,-3.15971,-7.94908,-2.46188,-9.01481,-16.3544,3.07761,-10.2554,-13.4807,3.63921,-15.5213,4.12725,-7.69223,17.9187,6.85578,-28.763,-24.5605,0,1,1,1,2,4,4,5,5,6,6,7,8,9,9,10,10,11,12,12,12,12,13,14,14,17,19,20,22,22
20,252,2,32,10.3,6.33082,0.374259,11.9068,1.23759,-12.9306,2.26217,-6.59047,-3.54227,-7.80496,-5.43747,-7.48926,-15.1793,2.73805,-11.9697,-13.4196,2.30733,-17.6213,3.71158,-5.05263,19.8331,6.07513,-30.2816,-25.0194,2,3,3,4,5,6,6,7,7,7,7,7,8,8,9,9,9,10,10,11,11,11,13,14,16,16,17,20,21,32
21,264,0,37,11.5333,7.5737,0.0304166,12.2163,1.26236,-13.7341,2.59504,-5.48411,-2.39644,-8.13782,-3.8037,-7.69975,-10.7668,1.1673,-11.0615,-14.049,1.20536,-16.0758,3.13593,-5.11581,19.2131,6.34172,-31.186,-28.6476,0,1,3,3,5,6,6,7,7,7,7,8,8,9,11,12,12,12,13,13,14,15,15,17,18,18,19,20,23,37
22,276,0,35,11.7,9.0369,1.81087,8.54234,3.97257,-13.9624,3.39093,-6.83882,1.58631,-8.06635,-4.28218,-8.35392,-9.67509,-0.310854,-12.9503,-13.5245,3.96854,-18.7368,-0.718526,-5.70576,17.6173,8.25587,-31.5445,-34.1256,0,2,3,3,3,4,5,8,8,8,8,8,8,9,9,10,10,10,11,12,12,12,13,15,16,20,22,33,34,35
23,288,0,64,14.9333,15.4003,1.67403,7.9405,1.62078,-14.2881,1.511,-5.12908,-0.752956,-8.25029,-3.63904,-8.52234,-7.84547,-1.23331,-13.5958,-13.4271,4.98283,-18.6846,-2.89605,-4.26464,17.0515,7.36176,-31.3048,-32.1954,0,1,1,2,4,4,4,5,5,7,7,8,9,10,11,11,14,14,14,15,16,17,17,17,22,24,29,35,61,64
