generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,1,0.0666667,0.253708,0.924633,-0.0941291,-0.288943,0.389774,-0.14284,0.0801599,0.0613001,-0.33139,0.860401,0.4637,0.324588,0.299083,0.961565,0.886949,-0.319813,-0.290971,-0.258305,-0.158462,0.604433,0.382211,-0.383164,0.275742,-0.167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.05176,1.03222,1.00871,0.998392,0.993742,0.991741,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,1,0.0333333,0.182574,0.86889,0.612359,-0.135784,-0.775833,-0.14834,-0.128093,-0.15585,-0.348316,0.160898,1.22597,0.285566,0.0291395,1.25296,0.916005,-0.0585079,-0.0256611,-0.600321,-0.444978,-0.0533182,0.00196486,-0.505004,0.373303,0.596836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09367,1.04999,1.03131,1.01449,1.00355,0.99535,0.987494,0.98429,0.983345,0.981891,0.980169,0.979769,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,2,0.1,0.402578,0.863238,0.664571,-0.480666,-0.401788,-1.06852,-0.427463,-0.32861,-0.803775,1.64687,2.03367,-0.0340201,-0.0420992,1.79368,0.734931,-1.10146,-0.114927,0.173588,-0.0177851,-0.606241,0.604946,-0.237008,0.761067,0.754548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.14531,1.08648,1.04897,1.02276,1.01673,0.997979,0.993121,0.989549,0.982612,0.977579,0.97483,0.973412,0.971855,0.971478,0.970353,0.969537,0.969326,0.968804,0.968682,0.968682,0.968682,0.968682
3,52,0,0,0,0,0.846059,0.473147,-0.892129,-0.640768,-0.978126,-1.02744,-0.0569869,-0.390721,1.45942,1.74345,0.882244,0.200125,2.19996,0.844951,-0.735547,0.0925278,0.387809,0.230919,-0.580784,-0.0704439,-0.61848,0.319541,1.28836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17306,1.10567,1.04876,1.02419,1.01293,1.00702,1.00018,0.991186,0.984112,0.977681,0.970129,0.967906,0.967189,0.963809,0.962891,0.962399,0.961746,0.960224,0.959234,0.958849,0.95856,0.958467
4,65,0,1,0.0333333,0.182574,0.852544,0.199221,-0.782261,-0.540934,-0.573567,-0.987406,0.39664,-0.431507,1.26561,2.25973,2.39343,0.32682,2.48959,1.37528,-0.61721,-0.177954,0.821396,0.387639,-0.842671,-0.881627,-0.447265,0.107205,0.765724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.21133,1.13007,1.05855,1.03197,1.01503,1.00908,0.991722,0.986991,0.980916,0.976524,0.973392,0.968516,0.962011,0.960773,0.956317,0.955004,0.953048,0.952577,0.950976,0.950374,0.949527,0.948679
5,78,0,0,0,0,0.874357,-0.216213,-0.860025,-1.60635,-0.942711,-0.728914,0.265467,-0.267674,1.54013,2.77672,2.95497,0.676325,3.09212,1.49958,-0.735204,-0.591034,0.64597,0.124097,-0.711793,-0.899733,-0.389497,0.673759,0.386697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30147,1.12815,1.06507,1.02536,1.02262,1.00245,0.994592,0.978827,0.974998,0.968458,0.965635,0.96416,0.959893,0.957486,0.950835,0.949092,0.946982,0.945994,0.943462,0.941798,0.941147,0.940188
6,91,0,0,0,0,0.886278,-0.210323,-0.105337,-1.24314,-1.09887,-1.33533,-0.129595,-0.723347,0.797833,3.39646,3.08712,0.756659,2.80644,1.38935,-0.806727,-0.995197,0.396402,0.517586,-0.572519,-0.958237,-1.43475,0.703332,0.183684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36286,1.13295,1.0623,1.03949,1.01582,1.01033,0.989921,0.979538,0.970748,0.966887,0.962048,0.958084,0.955318,0.952719,0.949482,0.942562,0.940124,0.938649,0.936783,0.934299,0.933601,0.932098
7,104,0,1,0.0333333,0.182574,0.926992,-1.32768,-0.131359,-0.987585,-1.86904,-1.27442,0.397835,-1.71456,0.899592,3.35028,2.92284,0.824048,3.50908,2.11497,-1.4754,-1.35179,0.422115,0.783999,-0.770699,-2.35549,-1.21927,0.0509895,0.36018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.46415,1.14676,1.06013,1.05522,1.02307,1.00742,0.999183,0.979293,0.978821,0.964713,0.961562,0.958075,0.953534,0.945078,0.941434,0.939716,0.935978,0.932279,0.929506,0.927459,0.925614,0.925188
8,117,0,2,0.166667,0.530669,0.95637,-1.67505,0.111629,-0.705668,-1.86675,-1.82091,0.990386,-1.07313,1.14936,3.99817,3.08563,1.19994,3.42916,2.06717,-1.06568,-0.950745,-0.306221,0.028722,-0.911992,-2.54964,-1.36408,-0.47981,0.212262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1.54274,1.14307,1.07147,1.04972,1.01648,1.00624,0.994808,0.981816,0.97511,0.97024,0.955903,0.952691,0.950466,0.943994,0.941801,0.93369,0.930399,0.927493,0.923257,0.91947,0.918349,0.91668
9,130,0,4,0.233333,0.773854,0.968543,-1.99367,0.250271,-0.391796,-1.67577,-2.15752,0.843329,-0.757997,0.73444,3.18159,2.73872,1.14263,3.5504,1.80388,-1.28497,-0.99827,0.175923,0.149328,-1.32608,-3.15941,-1.69358,-1.0153,-0.158876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1.59266,1.14235,1.10003,1.04803,1.02623,1.01173,0.993262,0.974141,0.966306,0.964403,0.950083,0.947024,0.94377,0.941241,0.934596,0.928453,0.923474,0.920642,0.917375,0.914406,0.911894,0.910751
