generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,1,0.0333333,0.182574,0.916901,-0.262961,0.623059,-0.0450096,0.344454,-0.674118,-0.0222511,0.023252,-0.410145,-0.184962,0.567006,0.051494,0.194737,-0.435792,0.873605,-0.104102,-0.594393,0.53944,-0.237576,0.374606,-0.00447907,-0.00843376,-0.137737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05888,1.01929,1.01446,1.00272,0.993692,0.991075,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,4,0.7,1.1188,0.881952,0.0382997,0.975279,-0.143304,0.540573,-0.446857,0.137224,0.0190674,-0.00886707,-0.333437,0.270492,-0.0437514,-0.132009,-0.201921,0.720593,-0.755639,-1.7664,1.22417,0.0208618,1.06637,0.504237,0.357713,-1.11724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,1.10304,1.0354,1.02064,1.01578,1.00117,0.9945,0.986949,0.985079,0.983272,0.980648,0.980163,0.979729,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,1,0.0333333,0.182574,0.867759,0.0530135,0.872198,0.46895,0.912245,-0.743015,0.763222,-0.10503,-0.022564,-0.436812,1.06,0.114291,-0.312888,-0.136565,0.606928,-0.86242,-2.47101,1.53697,-0.149643,1.6716,0.335857,0.320913,-0.819275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.15799,1.05854,1.02714,1.01263,1.00836,0.997047,0.988533,0.984902,0.979456,0.97577,0.974313,0.973226,0.97253,0.971186,0.969528,0.969035,0.96888,0.968772,0.968682,0.968682,0.968682,0.968682
3,52,0,2,0.333333,0.606478,0.861806,-0.359089,-0.234524,-0.257642,0.651204,-0.946583,0.810436,0.3508,-0.372292,-0.92953,2.03011,-0.215699,-0.365329,-0.36564,0.58758,-0.922768,-2.2789,2.10379,-1.17918,0.841806,0.234722,0.629789,-0.827265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1.19847,1.0612,1.05429,1.01095,1.00752,1.00322,0.993798,0.986947,0.978711,0.976883,0.973972,0.967234,0.965195,0.963624,0.962993,0.96141,0.960191,0.959895,0.959275,0.958822,0.958492,0.958477
4,65,0,5,1.16667,1.44039,0.85491,-0.0431384,0.0551972,0.136521,1.0525,-0.159356,1.22877,-0.0975011,-0.726902,-1.27293,2.00795,0.0782604,-0.385928,-0.923969,0.619482,-1.95474,-2.27598,1.79966,-0.975505,0.774046,0.742532,0.61644,-1.40688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,1.24118,1.06293,1.04943,1.02912,1.00302,0.99432,0.991041,0.983653,0.977291,0.973752,0.970802,0.962819,0.958346,0.956996,0.955511,0.953869,0.953016,0.952581,0.95072,0.950454,0.949112,0.948618
5,78,0,2,0.633333,0.718395,0.858055,0.124637,-0.157054,-0.174927,1.68149,0.317336,1.50925,-0.7988,-1.18102,-1.07662,2.17492,1.12252,-1.0156,-1.38234,1.02872,-1.90408,-2.2043,1.08217,-0.698584,1.08812,1.05412,0.299399,-0.588504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1.27238,1.1017,1.04727,1.0285,1.01451,0.991763,0.986519,0.979714,0.979117,0.973806,0.968005,0.962629,0.955563,0.954038,0.951495,0.94907,0.946386,0.944557,0.944174,0.941624,0.941248,0.939934
6,91,0,2,0.4,0.674665,0.847977,-0.274172,-0.272186,0.172792,2.32282,0.374376,0.55793,-0.801768,-1.64588,-0.534446,2.0694,1.20006,-0.904669,-1.29722,0.979052,-1.6017,-2.49383,1.22482,-0.0360398,0.42446,1.02029,-0.183817,-0.693998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1.29199,1.11244,1.04407,1.02586,1.00835,1.0031,0.983548,0.976852,0.975071,0.969489,0.964503,0.956843,0.955884,0.947574,0.944503,0.943688,0.940971,0.937362,0.93629,0.935013,0.931658,0.93075
7,104,0,1,0.0666667,0.253708,0.839306,-0.784402,-0.0208339,0.700392,2.32354,0.601054,1.13963,-0.403976,-1.64636,-0.632194,2.5526,1.05211,-0.940498,-1.04344,1.34607,-1.45745,-2.40772,0.776787,-0.390674,-0.392231,1.64468,-0.14812,-0.517484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.31185,1.12161,1.05458,1.02977,1.00501,1.00265,0.986018,0.978797,0.972907,0.966171,0.959193,0.956621,0.952065,0.944756,0.938494,0.937017,0.932543,0.929123,0.928446,0.925568,0.924411,0.922068
8,117,0,1,0.0333333,0.182574,0.863196,-1.38833,-0.094078,0.572646,2.88287,0.1479,0.191555,-0.237635,-1.15431,-0.785715,3.44165,1.61371,-1.39451,-0.921699,1.5513,-1.28802,-2.57849,0.926662,-0.518987,-1.34906,1.91597,-0.695917,-0.68279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.35133,1.15168,1.08513,1.02963,1.02259,0.999265,0.983044,0.975219,0.969829,0.966931,0.961486,0.948565,0.943952,0.941509,0.933181,0.930404,0.927065,0.921995,0.920676,0.919425,0.91749,0.915188
9,130,0,1,0.0666667,0.253708,0.85989,-0.0744392,0.0835986,1.1196,2.97416,-0.562034,0.13985,0.501572,-0.383972,-1.40462,3.34393,2.0254,-0.83203,-1.00388,1.30765,-1.5005,-2.66419,1.23696,-0.194795,-0.17928,1.83428,-0.443942,-1.37877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.37769,1.17513,1.07925,1.07599,1.01403,0.99876,0.991146,0.976046,0.970851,0.960111,0.957003,0.954511,0.940017,0.933514,0.932616,0.924567,0.92113,0.919101,0.916279,0.913084,0.908985,0.907525
