generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,3,0.2,0.610257,0.944881,1.36554,-0.231217,-0.0278322,-0.389383,0.564964,0.57871,0.0447594,0.144544,0.836098,-0.254262,0.675757,-0.657085,0.0452199,0.028963,-0.057973,-0.570424,-0.81871,-0.530187,0.239412,-0.559608,0.750082,-0.594018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1.10308,1.03699,1.02443,1.01225,0.998489,0.990705,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,2,0.233333,0.568321,0.912183,1.10749,-0.267861,1.13296,-0.154678,0.155229,0.503896,0.600585,0.137375,-0.174004,-0.904247,0.393042,-1.17818,0.475309,-0.492194,-0.356198,-0.925687,-0.650181,-0.817215,0.0511627,0.650052,1.58345,-0.489699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1.10509,1.09071,1.03264,1.02016,1.0046,0.9993,0.989855,0.987891,0.985345,0.981252,0.980821,0.979308,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,3,0.166667,0.592093,0.879463,1.15368,-0.255633,1.22526,-0.705489,0.191677,0.633799,0.592877,-0.0428425,-0.010961,-0.569522,0.494685,-0.819108,0.428534,-0.913038,-0.526439,-0.90661,-0.467941,-1.19917,0.283513,1.13597,1.96019,-0.499096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1.1408,1.08895,1.03233,1.02152,1.012,0.997051,0.988544,0.987244,0.9814,0.978173,0.976376,0.973138,0.971662,0.970844,0.9702,0.969295,0.969021,0.968792,0.968682,0.968682,0.968682,0.968682
3,52,0,5,0.666667,1.26854,0.878073,1.07648,-0.704624,1.37948,-1.46764,-0.461924,-0.259758,0.349274,-0.548648,-0.469472,-1.28483,-0.512236,-0.954193,0.917036,-0.889573,-0.0394613,-1.29048,-0.108299,-1.72512,0.968904,1.16697,2.03459,-1.03644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,5,1.2037,1.08495,1.04626,1.02013,1.00739,1.00694,0.997575,0.984533,0.983615,0.976665,0.972459,0.970016,0.967018,0.963636,0.962188,0.961362,0.9599,0.959486,0.959208,0.958877,0.958746,0.958582
4,65,0,7,1.43333,1.67504,0.873221,1.34607,-0.710369,0.750139,-1.0323,-0.767159,0.627759,-0.141313,-0.741318,-0.814153,-1.46873,-0.436228,-0.874078,0.326914,-0.362302,-0.372436,-0.904506,-0.00649128,-1.63654,-0.0572529,0.850287,3.16068,-1.78011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,7,1.24131,1.09072,1.05099,1.04098,1.01951,1.00124,0.99985,0.992307,0.983134,0.974057,0.970567,0.969894,0.962677,0.960988,0.960102,0.9539,0.952695,0.951828,0.950369,0.949562,0.949281,0.948773
5,78,0,10,3.4,2.49966,0.866348,0.954107,-0.428473,-0.0485096,-0.671573,-0.934441,-0.00476903,0.306366,-1.55055,-0.975569,-1.9793,0.53374,-1.29191,0.09077,-0.789583,-0.522946,-1.22704,-0.437307,-0.788505,-0.450162,0.897861,3.27563,-1.4033,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,6,6,6,6,8,10,1.26117,1.08273,1.08069,1.03727,1.02063,1.00686,0.990814,0.989799,0.983091,0.979074,0.972678,0.960068,0.959768,0.95663,0.952414,0.948156,0.94542,0.944457,0.94163,0.941191,0.940227,0.939613
6,91,0,6,3.03333,1.75152,0.861252,1.23343,-0.991349,0.333753,-0.478231,-0.472306,0.175807,-0.148385,-2.03395,-1.30713,-1.5853,1.20304,-1.05947,0.244657,-1.26249,-0.264768,-0.754941,0.294494,-0.955284,-0.135926,0.760662,3.85029,-1.47265,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,1.296,1.08511,1.07551,1.03221,1.0133,1.00716,0.998798,0.990144,0.979113,0.970725,0.965509,0.960272,0.955638,0.952009,0.949143,0.943586,0.940094,0.938557,0.935326,0.932589,0.930907,0.930641
7,104,2,18,8.1,3.94226,0.853349,0.842487,-1.17282,0.124656,-0.954958,-0.661041,-0.264461,-0.0786938,-2.25018,-1.23924,-1.4632,0.285429,-1.14412,0.154865,-1.80697,-0.809345,-0.36693,-0.160361,-1.0996,-0.391461,-0.410831,3.76094,-1.94301,2,2,3,4,4,5,5,5,5,5,6,6,6,7,8,8,8,9,9,10,11,11,11,11,12,12,12,13,15,18,1.33044,1.08773,1.06752,1.0487,1.02984,1.01105,1.00457,0.984574,0.982588,0.971884,0.967396,0.96531,0.953838,0.944268,0.943234,0.938889,0.934039,0.932993,0.930729,0.926575,0.923303,0.922232
8,117,2,31,10.8,6.38641,0.859714,0.685407,-0.510613,-0.234323,-0.283018,-1.11593,-0.459434,0.4713,-2.37409,-1.24342,-1.42721,-0.434651,-0.685353,0.260178,-1.90287,-0.651789,-0.424495,-1.24149,-1.04498,-1.13789,-1.0353,3.86592,-2.19306,2,3,4,5,5,5,6,6,6,7,7,8,8,9,10,11,12,12,12,12,13,13,13,14,15,16,16,17,26,31,1.35025,1.12003,1.07489,1.0498,1.04376,1.00575,0.997902,0.982953,0.976051,0.969616,0.96354,0.95695,0.948688,0.946877,0.939089,0.931486,0.930178,0.925733,0.923034,0.918097,0.915163,0.913212
9,130,3,27,15.9667,6.7797,0.863158,1.20121,-0.559012,-0.370433,-0.161906,-1.76421,-0.216176,-0.322679,-1.78429,-1.52415,-1.66377,-0.779546,-1.22917,-0.623015,-2.1093,-0.757298,-0.189267,-1.10594,-1.36445,-1.27046,-0.876794,4.05415,-2.6004,3,5,6,8,10,10,10,11,11,12,12,13,13,15,16,16,17,18,18,18,20,20,22,23,23,24,24,27,27,27,1.40067,1.13732,1.07128,1.04421,1.04023,1.00688,0.990593,0.986723,0.977122,0.971697,0.966364,0.953946,0.945404,0.93963,0.932946,0.926232,0.921496,0.918605,0.915914,0.911226,0.909158,0.906316
10,143,2,32,13.3333,7.4664,0.872725,1.51815,-0.129715,-1.1942,-0.47548,-1.6251,-0.359277,-0.263988,-2.18657,-1.83827,-1.98208,-0.251715,-2.05766,-0.45656,-2.52735,-0.683157,-0.398373,-1.52162,-0.779195,-1.7388,-1.32802,4.11811,-1.87851,2,2,3,4,5,5,5,8,8,9,11,11,13,13,13,14,14,15,15,15,15,17,19,20,20,22,23,23,24,32,1.44335,1.16564,1.06796,1.04693,1.03356,1.00575,0.994452,0.98264,0.975188,0.966112,0.960294,0.949375,0.945482,0.934756,0.931529,0.921519,0.914818,0.910276,0.910212,0.903426,0.901017,0.898772
11,156,3,27,12.4667,5.23077,0.880093,2.14933,-0.330543,-1.27932,-0.756971,-0.771339,-0.223079,-0.624377,-2.11477,-2.55811,-2.65872,-0.529774,-2.34201,-0.392345,-2.2385,-0.851511,-0.240687,-1.58592,-1.26212,-1.73464,-0.860364,4.36142,-2.74764,3,4,6,7,7,7,8,9,9,11,11,11,11,12,12,12,13,13,13,14,14,15,15,17,17,18,18,19,21,27,1.51059,1.16867,1.06336,1.04654,1.02715,1.00879,0.987256,0.981868,0.97421,0.96692,0.954353,0.948215,0.936919,0.928737,0.926193,0.919384,0.91114,0.906841,0.903793,0.899047,0.892791,0.891311
12,169,5,49,20.4667,9.97145,0.89315,2.41129,-0.729124,-1.12851,-1.2388,-1.19134,0.168385,-0.542906,-1.4559,-3.17382,-2.10437,-0.0796518,-2.63894,-0.45391,-2.07288,-0.489829,-0.768913,-2.26297,-2.0826,-1.90163,-0.764657,4.7368,-3.20449,5,8,9,10,10,11,13,14,14,14,15,15,16,18,20,20,21,21,21,24,24,25,25,26,30,30,32,35,39,49,1.57705,1.16214,1.06515,1.05062,1.02229,1.0016,0.990273,0.982772,0.979644,0.96521,0.953727,0.946944,0.937126,0.923635,0.918552,0.916915,0.907143,0.898849,0.896416,0.893175,0.889275,0.884024
13,182,8,54,24.6,9.54698,0.919405,2.66611,-1.28443,-1.47817,-1.88095,-1.40205,0.659194,-0.941489,-1.80358,-3.12645,-2.45789,-0.771684,-2.87913,-0.387426,-2.19525,-0.81128,-1.0467,-1.83762,-2.40311,-2.01513,-0.955307,4.81545,-4.4283,8,9,11,16,16,18,19,19,19,21,22,22,22,22,23,23,23,23,26,26,28,28,31,32,33,33,35,36,40,54,1.67513,1.16294,1.07711,1.04984,1.0167,0.99503,0.989711,0.981352,0.972216,0.956738,0.956026,0.943847,0.93646,0.917291,0.915831,0.908568,0.900289,0.895764,0.891705,0.887031,0.882969,0.877226
