generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,0,0,0,0.948142,-0.540084,-0.444471,1.18805,0.545781,1.18602,-0.619581,-0.566018,0.435465,0.25133,-0.362698,-0.100835,0.264402,0.872436,-0.991102,0.524013,0.282395,-0.26354,0.569147,0.185518,-0.124752,0.116722,0.355247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09994,1.0423,1.01204,1.00111,0.993719,0.992728,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,2,0.3,0.595963,0.950723,-1.5716,-0.0667972,1.2184,1.09902,2.05454,-0.742374,-0.96638,0.92416,0.77943,-0.652751,0.246843,-0.338407,1.6726,-0.877116,1.45478,-0.633121,-0.227618,-0.843914,0.175081,-0.179045,-0.309155,0.343056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1.19159,1.06059,1.04288,1.01517,1.00474,0.994152,0.990295,0.985948,0.982816,0.982569,0.980591,0.979655,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,1,0.2,0.406838,0.928927,-2.1605,0.433923,0.808239,1.12292,1.80561,-1.05665,-1.51496,0.514765,0.581867,-0.584995,0.0899851,0.0696172,1.68839,-1.01969,0.299902,-0.155747,-0.24108,-0.479782,-0.482042,0.334475,-0.302616,-0.160521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1.23004,1.07633,1.03617,1.0305,1.00259,1.00106,0.988779,0.982352,0.980031,0.979245,0.975649,0.972676,0.972254,0.970925,0.970392,0.969791,0.969429,0.968977,0.968682,0.968682,0.968682,0.968682
3,52,0,7,1.3,1.66402,0.918368,-2.37514,0.236609,0.478835,1.31367,2.08638,-1.69422,-1.97618,1.03104,0.359477,-0.961347,0.221833,-0.613282,1.2782,-0.744014,0.239969,0.126883,0.243074,-0.419426,-0.649275,0.608842,-0.0368854,-0.991038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,7,1.26226,1.08091,1.05635,1.02836,1.01238,1.00368,0.9903,0.987182,0.978824,0.976969,0.972721,0.96933,0.966403,0.963463,0.962571,0.961883,0.960316,0.959747,0.959327,0.958965,0.9588,0.958473
4,65,0,3,0.466667,0.860366,0.927843,-2.29253,0.0904645,0.0046392,1.34134,2.8123,-2.71811,-1.96576,0.977654,0.253573,-0.444178,0.485541,-0.740226,1.88644,-1.04683,0.498517,0.144915,-0.431297,-0.736956,-0.252548,1.23061,0.58432,-1.38382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,1.32014,1.07618,1.06877,1.02319,1.00577,0.999565,0.995275,0.993837,0.980748,0.975944,0.97065,0.965451,0.963617,0.961316,0.957108,0.956357,0.954309,0.951915,0.95095,0.94969,0.949321,0.948649
5,78,0,5,1.2,1.32353,0.90234,-1.48808,0.0400124,0.155228,1.49871,3.25778,-2.18412,-2.20602,0.842227,0.276406,-0.828621,0.287929,-0.613424,1.23425,-0.855396,0.57465,-0.050005,-0.378535,-0.82323,-0.0718982,0.634339,0.765844,-1.52785,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,5,1.34704,1.07165,1.06837,1.02278,1.01213,0.996794,0.995857,0.987432,0.978492,0.972116,0.965053,0.96166,0.959946,0.955603,0.950964,0.949791,0.948867,0.944728,0.942467,0.941997,0.940816,0.939559
6,91,0,4,1.3,1.20773,0.87918,-1.63723,-0.344053,0.721461,2.13607,3.39473,-1.87691,-2.18625,0.263915,0.683338,-0.279178,0.409875,-1.04901,1.91357,-1.56827,0.871946,-0.211193,0.138116,-0.652306,0.34059,-0.168823,0.476612,-1.35851,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,1.38322,1.09541,1.06182,1.04364,1.0118,1.00248,0.990321,0.988014,0.97784,0.973439,0.96676,0.959733,0.954483,0.953011,0.946078,0.94316,0.942028,0.939602,0.937163,0.934977,0.933481,0.931016
7,104,0,7,2.1,1.42272,0.87682,-1.5133,-0.724909,0.707675,1.31883,3.30277,-2.81334,-2.76116,-0.155449,0.51058,-0.456367,0.00176687,-1.61784,2.21677,-2.12409,1.21321,-0.0281621,0.440142,-0.315498,-0.28902,-0.60291,1.01958,-1.39447,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,7,1.42269,1.09202,1.06657,1.03966,1.0327,1.00476,0.987605,0.9807,0.973995,0.969227,0.96546,0.963898,0.953349,0.946249,0.944899,0.940521,0.935467,0.935181,0.931771,0.927656,0.926321,0.92198
8,117,0,5,1.6,1.13259,0.871268,-0.310217,-0.943262,0.678245,1.02914,3.68628,-2.24795,-2.57779,-0.683296,1.09092,-0.770404,-0.0833394,-1.51499,2.85661,-1.7634,1.11709,0.321928,0.360065,-0.777286,0.183979,-0.190335,0.247673,-1.88178,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,5,1.44294,1.1058,1.06724,1.05264,1.0245,1.01023,0.989259,0.985151,0.975029,0.968389,0.959517,0.956902,0.952409,0.945207,0.936326,0.936123,0.930224,0.927578,0.924888,0.920985,0.917863,0.914704
9,130,0,7,2.46667,1.85199,0.876297,-0.1729,-0.45767,0.644879,0.560595,4.38591,-1.96739,-3.14377,-0.682067,0.369221,-0.988786,-0.0706406,-1.87135,2.58849,-1.46266,0.589447,0.267941,-0.183363,-1.29175,-0.0787005,0.167401,1.24943,-2.77573,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,6,6,7,1.46882,1.1097,1.10069,1.0601,1.02698,1.00769,0.986541,0.979463,0.969418,0.966486,0.95802,0.951155,0.946148,0.939548,0.936381,0.929142,0.92649,0.922445,0.917897,0.914102,0.910206,0.906653
