generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,1,0.166667,0.379049,0.93272,-0.545984,-0.236291,0.0536954,-0.239227,0.00688555,-0.635422,-0.368904,0.418945,-0.270734,-0.643373,0.0785572,-0.264404,0.104776,0.28648,0.700455,0.257137,0.574572,-0.788342,0.859601,-1.00971,-0.0365021,0.482966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.06655,1.01994,1.00569,1.00011,0.995442,0.990752,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,7,1.73333,1.77984,0.881829,-0.797949,-0.137121,-0.501665,-0.5437,-0.42124,-0.789978,-0.80318,0.0870373,-0.659937,-0.260442,0.0177679,-0.800916,-0.501806,-0.904548,0.905191,0.0238911,0.566095,-0.453686,0.87906,-1.04692,-0.0393502,0.0916994,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,4,5,7,1.07168,1.04668,1.02088,1.00671,0.999762,0.997006,0.988885,0.987811,0.986556,0.9824,0.980123,0.9798,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,7,1.36667,1.60781,0.838567,-0.942808,-0.169657,-0.737996,-0.822403,-0.0842389,-0.373108,-0.472456,0.948556,-0.461121,-0.378213,0.458842,-0.486684,-1.37851,-0.513363,0.480765,-0.363413,0.631293,-0.350092,1.25144,-1.21322,0.224484,0.31517,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,5,7,1.08719,1.05474,1.02563,1.02432,1.00622,0.998967,0.988624,0.988211,0.985694,0.977859,0.976315,0.974758,0.972592,0.971218,0.970089,0.969631,0.969038,0.968924,0.968682,0.968682,0.968682,0.968682
3,52,0,7,1.83333,1.78274,0.816283,-1.33516,0.0286465,-0.336751,-0.212757,0.478243,-0.156364,-0.373616,1.36343,-0.00451485,-0.659593,-0.443354,-0.815387,-2.13981,-0.953069,0.344687,-0.46729,0.961678,-0.619548,0.831512,-1.27096,0.0197577,-0.216855,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,5,5,5,7,1.11035,1.05835,1.02488,1.01927,1.01308,0.997607,0.9897,0.985165,0.983008,0.97661,0.974442,0.968853,0.967971,0.966876,0.962017,0.961324,0.960586,0.959271,0.959192,0.958999,0.95886,0.958679
4,65,0,6,2.56667,1.65432,0.829401,-1.61023,0.0278865,-0.749885,-0.149326,0.596353,0.157777,-0.130496,2.23965,-0.086999,-0.507763,-1.06115,-1.2779,-2.12132,-2.1019,0.284809,-0.6377,1.00141,-1.21634,0.309509,-1.07128,0.0735656,-0.85247,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,5,6,6,1.19333,1.06634,1.0219,1.01578,1.0128,0.997466,0.991429,0.984858,0.978432,0.973213,0.968908,0.965461,0.962884,0.960297,0.958815,0.957112,0.954126,0.952549,0.951353,0.950178,0.949266,0.948776
5,78,0,12,3.96667,2.64553,0.850156,-2.17012,0.00233618,-0.975148,-0.526726,0.380186,0.187738,-0.221203,2.66366,-0.211899,-1.27043,-1.32274,-1.0238,-2.08875,-1.85177,-0.097343,-1.05448,0.63331,-1.53605,0.120533,-1.56941,-0.722295,-1.37952,0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,7,7,7,9,12,1.28149,1.06638,1.02184,1.01588,1.00852,1.0026,0.990795,0.981828,0.978585,0.970199,0.966407,0.958704,0.956051,0.95371,0.952066,0.94968,0.949203,0.945972,0.942374,0.94152,0.940193,0.939909
6,91,0,11,4.66667,2.97499,0.866226,-2.00324,-0.0702495,-1.39875,-0.703654,1.09987,0.105945,0.41705,2.36102,-0.46043,-1.69177,-0.309092,-0.8805,-2.0252,-1.41942,-0.391044,-1.12177,0.604408,-1.5513,-0.331781,-2.28507,-0.545603,-2.09587,0,0,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,9,10,11,11,1.33634,1.058,1.05111,1.01918,1.00657,0.998559,0.9954,0.985421,0.974905,0.973613,0.961052,0.958016,0.954495,0.948613,0.944782,0.943303,0.94253,0.938103,0.935819,0.933218,0.932069,0.930827
7,104,6,42,18.7333,8.1956,0.903951,-2.2835,-0.282509,-1.47885,-0.35175,1.46867,-0.0760135,0.901393,2.21269,-1.42336,-1.4817,0.138858,-0.768007,-1.98489,-2.05833,-0.53342,-1.64082,0.1984,-2.17145,-1.03205,-1.8253,-0.778137,-2.92827,6,10,10,11,11,12,12,13,13,13,15,15,16,16,16,16,18,18,20,21,22,22,22,24,26,27,27,33,35,42,1.41608,1.09074,1.04591,1.03005,1.01142,0.996068,0.989662,0.981927,0.972388,0.967521,0.958892,0.952284,0.950312,0.942325,0.939009,0.935334,0.934426,0.932101,0.927597,0.92583,0.924048,0.921939
8,117,6,83,36.7,15.6803,0.95771,-2.70204,-0.339499,-1.97188,-0.00443,0.701288,-0.402521,0.639845,2.25023,-1.75716,-0.8548,-0.135236,-1.03853,-2.56929,-3.05451,-1.27613,-1.72042,-0.198906,-2.44507,-1.40272,-1.14895,-0.809308,-3.76619,6,10,13,20,24,26,26,26,30,31,33,34,34,35,36,36,37,37,39,42,42,43,45,46,48,48,49,57,65,83,1.56106,1.10485,1.0644,1.02342,1.01344,0.991799,0.983508,0.975714,0.973456,0.960235,0.952563,0.947165,0.941113,0.939783,0.93754,0.929274,0.928074,0.926278,0.921959,0.918028,0.916835,0.913348
9,130,4,82,37.6,17.0529,0.985545,-2.20793,-0.389869,-1.84563,-0.143923,1.44357,-0.461459,0.0792727,2.07395,-2.02544,-0.881662,-0.139512,-1.20443,-1.9866,-3.76355,-1.02931,-1.33241,-0.637022,-1.98779,-1.38311,-1.04127,-1.21338,-3.96951,4,13,17,20,21,23,25,25,27,28,30,31,31,32,36,37,38,39,41,44,45,47,48,52,53,55,56,61,67,82,1.64805,1.11682,1.05527,1.02886,1.00579,0.986015,0.984379,0.979114,0.973024,0.956519,0.948293,0.94372,0.938207,0.933144,0.930655,0.928851,0.919792,0.918687,0.916729,0.910866,0.909964,0.905899
10,143,9,83,33.3,17.0802,1.06804,-2.60547,-0.388041,-2.3205,-0.453778,0.962331,-0.623122,0.421109,2.06957,-2.49713,-0.913353,-0.0131769,-1.52886,-1.17721,-5.44268,-1.29255,-2.9219,-1.0288,-3.24522,-1.32622,-0.932974,-1.91205,-4.86181,9,10,15,16,17,19,19,23,23,23,26,27,31,31,32,32,32,33,33,34,35,37,41,41,42,52,53,56,74,83,1.84231,1.13723,1.05248,1.03471,1.00068,0.992783,0.983517,0.97319,0.972549,0.960136,0.945516,0.941077,0.934839,0.929001,0.92545,0.922695,0.917051,0.911621,0.910648,0.905292,0.902163,0.897985
11,156,1,82,28.5333,19.9183,1.10726,-2.20829,-1.10872,-2.40528,-0.286178,0.318093,-0.959032,0.386487,2.88012,-3.11953,-0.893982,-0.530888,-0.977606,-2.47988,-4.65757,-0.39632,-2.46335,-0.645941,-3.1073,-1.22678,-0.910327,-2.39731,-5.00976,1,9,11,13,14,14,15,16,17,17,18,19,19,24,26,26,27,28,28,29,29,29,32,33,35,39,49,77,80,82,1.9617,1.15085,1.05511,1.03125,1.00605,0.99319,0.977453,0.968585,0.96751,0.961469,0.954274,0.941481,0.930638,0.924965,0.91935,0.917806,0.914189,0.912104,0.904003,0.901454,0.898292,0.891311
12,169,6,60,29.5,14.7899,1.15499,-2.00306,-2.64175,-2.84187,-0.50863,-0.126394,-1.08055,0.187673,1.79247,-3.83211,-0.128578,-0.875801,-0.51341,-2.57576,-4.2549,-0.413665,-2.50694,-0.45876,-3.31341,-1.0386,-1.59033,-1.72796,-5.88061,6,6,8,14,15,15,18,18,19,20,21,21,25,27,29,30,31,33,34,35,36,38,38,40,41,47,48,55,57,60,2.04166,1.15598,1.04938,1.02974,1.02276,0.992793,0.981188,0.969443,0.958722,0.953622,0.947677,0.943303,0.923238,0.917103,0.91603,0.911218,0.905472,0.904139,0.898489,0.894102,0.891262,0.884516
13,182,1,60,26.9,13.7974,1.20394,-1.39236,-3.62703,-2.56488,-0.823138,0.612274,-1.49461,0.583528,1.78009,-4.56087,-0.904043,-0.840726,-1.12804,-2.25524,-4.27193,-0.974462,-2.34123,0.20861,-3.52765,-2.78282,-1.34155,-1.3027,-6.04954,1,6,13,13,14,15,16,18,18,18,20,20,21,23,23,23,28,28,30,31,31,35,35,39,43,45,45,46,49,60,2.12494,1.16619,1.06,1.04151,1.01675,0.997144,0.987463,0.961775,0.954485,0.950867,0.946324,0.935688,0.921256,0.913198,0.90947,0.90692,0.900442,0.89667,0.896047,0.889246,0.885244,0.877767
14,195,19,173,68.2667,35.6128,1.25379,-0.729516,-1.93478,-3.52106,-0.733308,0.912491,-2.43656,0.248657,1.94542,-4.7589,-0.200698,-0.251478,-2.00999,-3.59879,-2.85902,-0.883375,-2.51745,-1.1332,-3.75683,-3.24545,-1.10885,-1.20662,-6.96274,19,29,32,34,36,40,41,44,47,47,49,51,52,55,58,64,66,67,68,68,76,79,82,94,98,99,109,120,151,173,2.19063,1.16905,1.11498,1.05111,1.04342,1.00924,0.980895,0.973299,0.953597,0.948929,0.942164,0.930643,0.916047,0.914798,0.905602,0.900917,0.895059,0.892139,0.889934,0.887674,0.879348,0.870878
15,208,1,114,48.7333,30.0757,1.31995,-1.91287,-1.95453,-3.96124,0.385591,0.838486,-2.71005,-0.489607,1.0433,-5.2792,0.111028,0.0580178,-1.30318,-4.48174,-3.28511,-0.496207,-2.43448,-1.17259,-3.99976,-3.34213,-0.49715,-0.60591,-8.68933,1,13,13,17,20,21,22,22,24,35,37,39,39,40,41,45,47,50,54,54,56,58,60,65,78,91,96,101,109,114,2.28562,1.18803,1.1107,1.07086,1.05176,1.02036,0.973676,0.970248,0.959222,0.94413,0.937636,0.922286,0.918069,0.909494,0.901263,0.892499,0.891285,0.885701,0.884375,0.879968,0.873904,0.864885
