generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,0,0,0,0.936969,0.216473,0.364197,0.35883,-0.547707,-0.155195,-0.00571161,-0.0673266,-0.321292,-0.134302,1.37661,-0.100751,0.877472,0.347079,0.221617,-1.04887,-0.237503,-0.354662,0.822028,0.0298201,0.198807,-0.459202,-0.196365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06646,1.03961,1.01662,0.99968,0.996699,0.99152,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,0,0,0,0.917034,-0.0973568,0.411465,0.289147,-0.474551,-0.856524,1.13746,-0.39345,-0.882894,-0.870604,1.5029,-0.366071,1.20596,1.25239,0.0200573,-1.84249,-0.327493,0.241965,-0.0291365,0.579268,-0.550359,-0.130148,-0.29703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11238,1.0459,1.03416,1.02263,1.00985,1.00089,0.992468,0.986798,0.983736,0.982955,0.980751,0.979925,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,2,0.166667,0.461133,0.909742,-0.170884,0.800782,0.4077,-0.565069,-1.18642,0.605616,1.14602,-1.06048,-0.875154,1.23381,-0.419492,0.938885,1.97409,-0.510963,-1.68733,-0.347002,0.408823,-0.615429,1.10726,-0.335683,-1.28377,-0.116034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1.14878,1.0737,1.0344,1.0234,1.01351,0.999347,0.993178,0.988895,0.983452,0.981909,0.977701,0.973029,0.972747,0.972251,0.970597,0.969657,0.969055,0.968815,0.968682,0.968682,0.968682,0.968682
3,52,0,3,0.666667,0.958927,0.9152,-0.334343,1.59956,0.817001,-0.959399,-1.6618,-0.0868552,1.35093,-0.672112,-1.74219,0.777649,-0.306653,0.511843,2.22643,-0.37253,-1.07309,0.132561,0.809307,-1.77814,0.612808,-0.393126,-0.994609,-0.102104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,1.18649,1.12735,1.05509,1.02837,1.01543,1.00877,0.990338,0.984474,0.978949,0.975265,0.974009,0.969244,0.967183,0.963627,0.962757,0.962315,0.962091,0.960626,0.959541,0.959229,0.958931,0.95852
4,65,0,4,1.23333,1.25075,0.932786,-0.841909,1.59426,0.901557,-0.915473,-2.02123,0.76174,1.8973,-1.18899,-2.40486,0.558197,-0.0993886,1.20578,1.8675,-1.02554,-0.51609,0.257896,0.83833,-1.7883,0.64784,0.820888,-1.4118,-0.489332,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,1.25733,1.12915,1.05101,1.02948,1.01429,1.00774,0.99854,0.994475,0.977647,0.975027,0.971676,0.969158,0.964713,0.961039,0.957324,0.956621,0.95388,0.952168,0.951487,0.951315,0.949326,0.948831
5,78,0,7,1.7,1.60065,0.94254,-0.465374,1.72188,-0.443181,-1.57343,-2.35754,0.558935,1.46446,-1.2026,-1.79861,1.33878,-0.517032,1.12321,2.00011,-0.885139,-0.181542,0.879723,0.221006,-2.64395,1.08776,0.630925,-1.55373,-0.61753,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,7,1.31455,1.12566,1.05206,1.04467,1.02513,1.00932,0.996255,0.990117,0.984648,0.977511,0.969931,0.961943,0.958768,0.954928,0.952641,0.951617,0.947988,0.945265,0.943289,0.942624,0.940749,0.93987
6,91,0,8,2.3,2.11969,0.9379,0.380182,1.61077,0.201789,-1.65043,-1.81199,0.103481,0.857567,-0.76097,-1.86711,1.53581,-0.576126,0.608234,2.34608,-1.87379,-0.566945,1.24999,0.762888,-3.03386,0.41156,0.38705,-1.55802,-0.722653,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,7,8,1.38015,1.11533,1.06459,1.04639,1.02959,1.01338,1.00194,0.994504,0.979616,0.970124,0.961413,0.960781,0.955378,0.950866,0.946135,0.945263,0.943315,0.939914,0.935776,0.934059,0.933203,0.930996
7,104,0,7,2.5,2.02995,0.9458,-0.320433,1.28591,0.126851,-1.01441,-1.97397,-0.403381,0.134114,-0.221419,-2.09162,1.74315,-0.939371,-0.481941,1.94871,-1.77735,0.223365,1.78662,0.812448,-3.29344,-0.294143,-0.639569,-1.33846,-1.53991,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,6,7,7,1.39656,1.14498,1.10133,1.06955,1.02776,1.01106,1.00372,0.994085,0.975232,0.962242,0.95744,0.956347,0.948286,0.943371,0.940366,0.938913,0.935543,0.934363,0.926869,0.926123,0.925883,0.923738
8,117,0,8,1.83333,2.00144,0.947233,0.115022,0.957498,0.386228,-0.683615,-2.20024,-0.0751541,0.366608,-0.36288,-3.26845,1.93328,-1.18763,-0.30774,2.5862,-1.76744,0.887912,1.81008,1.26283,-2.87313,-0.384261,0.0083249,-0.99813,-1.50737,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,5,6,8,1.42525,1.1611,1.09667,1.0679,1.02503,1.01662,1.00162,0.985275,0.970057,0.96641,0.956916,0.949934,0.946572,0.944525,0.932316,0.931092,0.929185,0.926019,0.924989,0.918934,0.918094,0.914551
9,130,0,7,3.06667,2.09981,0.937847,0.127457,0.748411,0.503314,-0.414985,-2.38196,-0.65395,0.0647121,-1.24215,-2.36012,2.24555,-0.465946,-0.650324,2.51686,-2.19339,1.18563,1.06589,1.4103,-2.15775,-0.323679,-0.746021,-1.90183,-1.85469,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,6,7,1.43521,1.17011,1.09671,1.07792,1.02717,1.01538,1.0017,0.995916,0.974992,0.962601,0.957011,0.952886,0.946066,0.93848,0.93363,0.925791,0.922712,0.920067,0.916963,0.914939,0.910224,0.907131
