generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,9,3.03333,2.60614,0.930181,-0.138833,0.412092,-0.590236,0.72383,0.680239,-0.917946,-0.0407549,-0.163578,-0.529171,0.39725,0.0678054,-0.777675,-0.216537,-0.160083,-0.124614,-0.329992,0.266952,-0.529957,-0.592334,-0.375783,-0.0582809,-0.689927,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,6,8,8,8,9,1.06318,1.02833,1.01815,1.00951,0.993742,0.992384,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,1,15,7.13333,3.23487,0.895885,1.01005,0.308537,-1.2802,0.466231,0.187308,-0.427364,0.310065,-0.712239,-0.997589,0.0206491,-0.150264,-1.05529,-0.0415769,0.465265,-0.525376,-0.231384,0.172314,0.0656872,-0.0655608,-1.28836,-0.411469,-1.45812,1,2,2,3,4,5,5,5,6,6,6,6,7,7,7,7,7,7,8,8,8,8,9,9,10,10,10,12,14,15,1.08775,1.04918,1.02678,1.01784,1.00911,1.00638,0.995268,0.98925,0.983344,0.981545,0.980697,0.979672,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,11,3.23333,2.81233,0.8793,1.57657,0.596261,-1.94588,0.542538,0.247608,-1.32696,0.0912859,-0.483569,-0.965036,-0.0607163,-0.193715,-0.818116,0.118283,0.888367,-0.721616,-0.156792,0.269377,-0.0911338,0.594808,-1.38523,0.442722,-1.52034,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,5,5,6,8,8,9,11,1.12732,1.05206,1.02769,1.01495,1.00895,1.00109,0.99892,0.992711,0.985999,0.980021,0.977877,0.976792,0.972153,0.971599,0.970022,0.969597,0.969289,0.968832,0.968682,0.968682,0.968682,0.968682
3,52,3,22,9.43333,4.71742,0.874289,1.51772,0.529147,-2.33913,0.524747,-0.00310002,-1.16118,-0.150545,-1.0355,-1.20837,-0.449142,-1.44918,-0.394767,-0.300243,0.592618,-1.28543,-0.355492,0.583479,-0.599611,-0.0579631,-1.6349,-0.590929,-1.72525,3,3,3,4,6,6,6,6,6,6,8,8,8,8,8,9,9,10,10,10,10,11,11,13,13,14,15,17,20,22,1.17711,1.05727,1.04566,1.02191,1.01338,1.00174,0.995336,0.989356,0.982269,0.978564,0.972426,0.969046,0.967365,0.966246,0.964557,0.961975,0.961048,0.960235,0.959484,0.959067,0.958637,0.95852
4,65,2,37,14.8667,7.74033,0.878737,1.20278,0.757942,-2.38319,0.966078,-0.0694303,-0.413581,-0.166783,-1.24374,-1.0056,-0.322301,-1.28134,-0.925307,-0.104328,0.511472,-2.10502,-0.59057,-0.287331,-0.96349,-1.10205,-2.22839,-0.23691,-2.22137,2,5,5,6,9,9,10,11,12,12,13,13,13,14,14,14,14,15,15,15,16,16,16,19,19,20,22,23,37,37,1.23135,1.07194,1.05249,1.03653,1.0161,1.00331,0.99502,0.987386,0.979932,0.977929,0.970261,0.964218,0.963289,0.958062,0.956174,0.956111,0.954099,0.952632,0.950907,0.949826,0.948951,0.948652
5,78,6,75,32.8667,14.4502,0.8699,2.14117,0.0134964,-2.35633,0.499627,-0.736227,-0.397455,0.0731669,-1.43599,-0.707512,-0.884663,-1.26966,-0.548966,-0.697842,-0.198389,-1.62249,-0.879297,-0.830367,-0.913415,-0.685134,-1.13854,-0.639568,-2.42792,6,8,12,18,19,20,25,26,27,28,28,28,29,29,30,32,33,34,34,38,40,40,40,41,42,48,50,51,55,75,1.26123,1.08231,1.06195,1.04254,1.0172,1.01069,0.993814,0.983256,0.976658,0.973972,0.966104,0.960774,0.956062,0.954219,0.951551,0.949039,0.94661,0.945677,0.943255,0.942563,0.940694,0.939256
6,91,10,71,35.0333,14.9493,0.871506,1.89486,0.0684371,-1.69984,1.37482,-0.373559,-0.0191423,-0.261699,-1.40501,-1.39317,-0.299532,-1.62926,-0.966448,-1.16992,-0.190847,-2.05408,-1.13548,-1.48821,-0.782578,-0.667095,-1.50642,-0.68254,-3.16833,10,16,18,18,19,21,22,22,25,26,26,29,30,31,33,36,36,37,39,40,42,43,43,44,45,50,56,59,64,71,1.31973,1.0836,1.07271,1.04929,1.01498,1.01412,1.00043,0.984404,0.979281,0.971472,0.962728,0.959021,0.951426,0.947699,0.944982,0.943088,0.939206,0.937266,0.936398,0.935179,0.931002,0.929796
7,104,5,52,25.7,11.9659,0.873399,2.77519,0.262675,-1.83696,0.629662,0.191482,-0.678971,-0.421749,-1.77764,-0.834048,-0.190608,-2.52197,-1.49762,-1.37236,-0.352006,-1.79132,-1.21797,-0.873239,-0.915735,-0.444078,-1.95638,-0.0190148,-3.32917,5,8,9,9,11,16,16,17,18,19,22,22,25,25,26,26,26,27,28,28,28,29,32,36,40,41,42,44,44,52,1.38175,1.09069,1.07873,1.04069,1.01112,1.00681,0.994966,0.986526,0.976829,0.971843,0.967089,0.959977,0.951698,0.942255,0.937973,0.934975,0.932879,0.930856,0.928978,0.927787,0.923839,0.922347
8,117,11,95,50.7333,21.8773,0.875907,3.05141,-0.316571,-2.32419,0.215353,0.0227432,-0.331142,-0.937836,-1.77844,-0.571662,-0.0345682,-1.84769,-1.97949,-1.3594,-1.12161,-1.6688,-1.77692,-1.10352,-1.27203,0.214754,-1.68651,-0.137813,-3.24565,11,21,23,26,27,29,31,33,37,37,37,38,45,48,50,53,54,54,54,58,59,64,64,67,76,78,81,84,88,95,1.4222,1.10587,1.081,1.03923,1.00902,1.00048,0.993517,0.987723,0.980042,0.96537,0.962406,0.951862,0.950124,0.941925,0.934551,0.931785,0.929782,0.925698,0.920822,0.919704,0.915426,0.914409
9,130,12,116,45.8667,25.6914,0.870998,3.08766,0.427791,-1.79252,-0.475138,0.343931,-0.920776,-0.614684,-1.59995,-0.514886,0.0849101,-2.39979,-1.57481,-1.09775,-1.48338,-1.77273,-1.9014,-0.547933,-1.99882,-0.113416,-2.29101,-0.260678,-3.22191,12,14,16,19,21,21,22,22,27,31,33,34,36,39,39,40,46,52,52,53,55,57,59,60,68,70,84,87,91,116,1.45327,1.10328,1.08238,1.0454,1.00861,1.00115,0.988848,0.983939,0.975783,0.96486,0.961372,0.947126,0.941494,0.937805,0.931626,0.925366,0.923062,0.921738,0.916182,0.914093,0.909194,0.906603
