generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,8,1.63333,2.28161,0.928741,0.645685,0.10056,-0.783154,-0.509809,-0.106551,-0.490781,-0.367181,0.1873,0.559811,0.313145,0.422213,-0.406516,-0.0748109,-0.870594,-0.00558733,0.227238,-0.0807472,0.470882,-0.12684,-0.362378,-0.00510276,-1.05588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,5,5,6,7,8,1.06576,1.02825,1.01528,1.0062,0.996176,0.992523,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,9,3.03333,2.12511,0.891405,0.498566,-0.361727,-0.460659,-0.629142,-0.845117,-1.0574,-0.874409,-0.0525076,1.31863,-0.000746625,1.01408,-0.132836,0.30364,-0.971392,-0.225102,0.165701,-0.514687,0.66469,-0.445607,-0.812406,-0.168022,-1.32613,0,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,8,9,1.10762,1.0276,1.02073,1.01275,1.00639,1.00165,0.992087,0.991508,0.985083,0.983409,0.980376,0.979856,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,1,12,5.2,3.06707,0.857024,-0.349432,-0.387656,-0.676142,-0.799523,-1.18043,-1.06323,-0.837972,0.161617,0.761042,0.548493,1.25703,-0.434816,0.238493,-1.56987,0.0446529,-0.516748,-0.459502,0.21942,-0.269067,-0.998044,-0.0713161,-1.51549,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,7,7,9,9,10,10,12,12,1.13775,1.03047,1.02623,1.00639,1.00071,0.996604,0.992601,0.98711,0.981875,0.979025,0.978633,0.977103,0.974748,0.970763,0.970517,0.969861,0.969178,0.968806,0.968682,0.968682,0.968682,0.968682
3,52,0,9,2.36667,2.20475,0.822368,-1.09972,0.0969722,-0.0487433,-0.818995,-0.882698,-0.955726,-0.387279,-0.135263,0.993527,0.399161,1.85276,-0.856454,0.21572,-1.62562,-0.0248981,-0.191093,0.0232199,0.42067,-0.231524,-1.04079,0.00256768,-1.38668,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,7,9,1.16488,1.0291,1.0264,1.01268,0.992066,0.990937,0.988445,0.983254,0.98064,0.977777,0.971897,0.97011,0.967296,0.965612,0.964363,0.963295,0.96062,0.959533,0.95925,0.958925,0.958758,0.958593
4,65,0,19,4.9,4.24548,0.796398,-1.40505,0.131822,-0.210255,-0.724151,-1.12419,-0.155059,-0.124057,0.306723,1.00021,0.0836659,1.56767,-0.953867,-0.160004,-1.5804,-0.29623,-0.033216,0.40121,-0.113299,-0.201892,-0.88739,-0.955352,-2.10712,0,0,0,1,1,1,1,2,2,2,3,3,3,4,4,4,4,5,6,6,6,6,7,7,9,9,9,11,12,19,1.17864,1.04609,1.031,1.01577,1.00497,0.997705,0.984728,0.981483,0.975195,0.971197,0.968685,0.964667,0.962231,0.961421,0.95717,0.955447,0.954108,0.95346,0.950722,0.949944,0.949433,0.94903
5,78,1,21,9.76667,5.34779,0.779566,-1.30758,-0.1687,-0.436763,-0.803159,-0.887232,0.325779,-0.375386,0.858285,0.984276,-0.281482,1.22265,-0.876952,-0.365549,-1.40708,0.345923,-0.694395,0.370895,0.19642,-0.894442,-0.611636,-1.65696,-2.31961,1,2,5,5,5,6,6,6,6,6,7,7,7,7,8,8,8,9,11,12,12,12,14,14,15,15,18,19,21,21,1.18908,1.07156,1.04286,1.01586,1.00378,1.00085,0.993093,0.986274,0.974778,0.970999,0.966052,0.963555,0.956167,0.955192,0.952349,0.951315,0.949877,0.944924,0.943726,0.942244,0.941232,0.940083
6,91,0,17,3.13333,3.19194,0.791991,-1.62574,-0.10842,0.192592,-1.05473,-0.609756,0.383134,-1.03614,1.5475,1.15024,-0.766564,1.66987,-1.2566,-0.447519,-1.71863,0.988227,-0.397436,0.168812,-0.413506,-0.34162,-0.904547,-1.62903,-3.15927,0,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,5,6,6,6,17,1.24894,1.08383,1.03669,1.02989,1.0052,1.00143,0.991847,0.987256,0.982167,0.9777,0.964705,0.957595,0.954056,0.951238,0.9462,0.945638,0.941943,0.93954,0.936775,0.934363,0.933858,0.931994
7,104,1,28,12.7333,6.4644,0.78925,-1.97511,-0.556659,-0.996358,-0.907444,-0.434448,0.201487,-0.893511,0.964037,0.801768,-0.988529,1.16601,-0.863755,-0.489202,-1.16708,0.647641,-0.473374,0.00875121,-1.41915,-0.702214,-0.784138,-2.29772,-2.49093,1,2,2,4,7,8,9,9,10,10,10,11,12,12,12,12,13,13,13,13,15,15,16,19,20,20,22,22,22,28,1.27193,1.12012,1.03907,1.02819,1.00693,0.996982,0.993045,0.981441,0.978029,0.972532,0.966257,0.957031,0.954959,0.94757,0.942487,0.939296,0.936396,0.932945,0.92967,0.926292,0.925195,0.923244
8,117,8,52,25,11.447,0.794348,-2.27512,-0.177397,-0.881943,-0.628804,-0.64722,-0.00472042,-1.03876,0.561087,1.07024,-1.06214,1.11182,-0.711905,-0.670511,-1.41448,0.716901,-0.446799,-0.772039,-2.11704,-0.622398,-0.90296,-2.69696,-2.70537,8,11,12,12,13,13,14,14,16,19,19,19,20,21,21,26,26,27,28,29,32,32,33,35,35,35,40,40,48,52,1.30649,1.13838,1.04032,1.03403,1.00956,0.997897,0.990232,0.978998,0.970953,0.9695,0.963618,0.95163,0.945428,0.939904,0.936957,0.934866,0.931074,0.92521,0.923749,0.922302,0.917623,0.915629
9,130,6,80,35.5,19.1613,0.799012,-2.16632,-0.480375,-0.57542,-0.548487,-0.844057,0.0762858,-1.09347,1.16171,0.772848,-1.00925,0.634119,-0.230764,-0.615861,-1.17439,0.300025,-0.724307,-0.919275,-2.44093,-0.263766,-1.13861,-2.67976,-3.56177,6,10,10,12,15,17,19,21,22,22,22,26,28,29,35,37,39,40,40,42,42,45,50,54,55,56,63,64,64,80,1.35132,1.14909,1.04246,1.03016,1.01621,1.0008,0.98992,0.978022,0.971902,0.966355,0.960005,0.948132,0.941675,0.933966,0.932736,0.929132,0.926344,0.920819,0.91734,0.916359,0.913273,0.909275
