generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,6,1.6,1.79271,0.951883,-0.543422,0.165326,-1.14486,0.548704,0.548875,0.864186,-0.346077,-1.07917,-0.661782,-0.336421,-0.695062,-0.40943,-0.322643,0.595983,0.835645,0.0180234,-0.87808,0.407023,-0.0182688,-0.298736,-0.42715,-0.441836,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,5,5,6,1.11294,1.03058,1.01015,1.00032,0.9968,0.992706,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,4,1.13333,1.35782,0.920738,-0.636388,0.662651,-1.69111,0.102029,0.96753,0.169977,-1.1183,-0.752089,0.308691,-1.42814,-0.615039,-0.870825,-0.111482,0.0276392,1.06385,0.446829,-0.248198,0.829636,0.106978,-0.258347,-0.371521,-0.598648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,1.12445,1.07697,1.02622,1.00312,0.999741,0.997491,0.989438,0.987671,0.986249,0.982724,0.9821,0.979402,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,5,1.4,1.52225,0.946017,-0.389898,-0.301386,-3.02943,0.378048,1.49703,1.01787,-1.16702,-1.14517,0.760792,-1.95749,-0.707221,-1.65824,-0.150297,0.179704,1.65996,0.242552,-0.107114,0.802256,1.08325,-0.107144,-0.966329,-1.29303,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,5,5,1.24366,1.07784,1.04294,1.0345,1.01752,0.996631,0.991363,0.987527,0.981139,0.980361,0.97696,0.975457,0.972819,0.971018,0.970637,0.969305,0.969222,0.968793,0.968682,0.968682,0.968682,0.968682
3,52,0,7,1.63333,1.60781,0.977753,-0.805924,0.719628,-3.5858,0.621209,1.6277,0.311789,-1.51826,-1.49318,0.849467,-2.79507,0.367046,-2.20324,-0.208889,-0.387482,1.24995,-0.170679,-0.172635,0.141895,0.972683,-0.782426,-1.07089,-1.05391,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,7,1.32571,1.11235,1.03984,1.03589,1.01048,1.00107,0.989062,0.984522,0.981126,0.975643,0.971986,0.970346,0.968148,0.966289,0.962766,0.962209,0.961234,0.959672,0.959559,0.959144,0.958758,0.958485
4,65,0,5,1.76667,1.54659,1.01935,-1.35136,1.06213,-3.65943,0.357934,1.45192,0.437742,-2.05357,-1.89677,1.19317,-3.41702,-0.0748709,-2.34647,-0.433556,-1.67324,1.02484,-0.230975,0.367549,0.978596,0.418865,-0.257962,-1.81485,-1.35156,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,5,5,1.42531,1.13168,1.03896,1.02632,1.02324,1.00085,0.996382,0.987853,0.980493,0.977756,0.966488,0.964502,0.963264,0.959347,0.957486,0.955472,0.954189,0.952669,0.951529,0.950495,0.949217,0.948666
5,78,0,9,3.3,2.66717,1.07185,-0.701594,0.807068,-3.81465,0.200508,1.26808,-0.446377,-3.11341,-1.62743,1.95419,-4.08146,0.229992,-2.45716,-0.432245,-2.16776,0.244118,-0.372555,-0.384329,1.02474,0.395663,0.174139,-2.65993,-1.26443,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,5,5,5,5,6,6,8,8,8,9,1.52609,1.16408,1.05816,1.02274,1.01915,1.01605,0.990923,0.983425,0.978487,0.972813,0.966913,0.96059,0.957658,0.957329,0.951554,0.948726,0.945247,0.944608,0.943777,0.941722,0.940568,0.94009
6,91,0,8,2.93333,2.51798,1.10068,-1.05784,0.653298,-4.58402,0.494947,1.62509,-0.109154,-3.10231,-1.21412,2.6173,-4.26687,-0.086441,-2.01088,-1.69747,-1.73443,0.518737,-0.340862,-0.169661,1.36221,0.36434,-0.275002,-1.92695,-1.62464,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,5,5,6,7,7,8,8,1.61847,1.16716,1.06066,1.03202,1.01437,1.00868,0.995431,0.981432,0.979687,0.969379,0.967372,0.961559,0.952516,0.949393,0.944694,0.940545,0.937527,0.936521,0.93533,0.933899,0.931801,0.930675
7,104,1,9,3.03333,2.12511,1.12452,-1.71727,0.679621,-4.92679,0.386845,1.17614,-0.274491,-3.68874,-1.72774,2.58291,-4.81163,-0.288763,-1.8622,-1.36842,-2.33234,-0.13153,-0.485043,-0.531058,1.50367,0.792254,-0.367036,-2.01626,-1.6299,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,6,6,8,9,1.71366,1.16882,1.05743,1.02956,1.01617,1.01111,0.994919,0.985865,0.971757,0.968097,0.960278,0.959655,0.952096,0.943203,0.939827,0.937937,0.93107,0.928687,0.927137,0.925491,0.92412,0.921775
8,117,0,15,5.36667,3.9869,1.14128,-1.49595,0.52855,-4.50611,0.0435511,0.881953,-1.43457,-3.0365,-2.61997,2.35742,-4.50144,-0.0925894,-1.74463,-1.05758,-2.74871,-0.481493,-1.03697,-0.0849406,0.190259,0.801369,-1.17407,-1.89181,-3.31979,0,0,1,1,1,2,2,2,2,2,2,3,4,4,5,5,5,6,7,7,8,8,8,8,9,10,11,11,12,15,1.76452,1.17318,1.06695,1.0302,1.0192,1.00281,0.99877,0.987042,0.97291,0.965481,0.954585,0.951952,0.948023,0.942721,0.934252,0.932663,0.930078,0.924306,0.920323,0.918101,0.915059,0.912889
9,130,1,12,4.63333,2.93003,1.14126,-1.95226,1.11403,-3.18481,-0.558503,0.988023,-1.78248,-3.21026,-2.73172,1.63365,-4.56147,0.110538,-1.70116,-0.121394,-2.87094,-1.39606,-1.54964,0.345177,0.48219,0.368931,-1.36013,-1.70198,-2.96527,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,5,5,6,6,6,6,7,8,9,10,10,12,1.79323,1.20211,1.06611,1.04736,1.02961,1.0079,1.00108,0.981801,0.975338,0.968865,0.960731,0.947434,0.940698,0.938076,0.934766,0.929798,0.925024,0.915563,0.914423,0.911336,0.908688,0.904554
10,143,0,26,8.3,7.06692,1.15742,-1.847,0.546514,-2.89752,-0.727277,0.459242,-1.75605,-3.5549,-2.71239,0.454566,-4.43551,-0.435803,-2.62801,0.094505,-3.58737,-1.13354,-1.20352,1.66578,-0.786852,-0.432389,-1.42608,-2.03868,-3.36116,0,0,1,1,2,3,3,3,3,5,5,6,6,6,6,7,7,8,8,8,9,9,10,10,15,17,19,20,26,26,1.81229,1.23589,1.08774,1.04957,1.0398,1.0215,0.997055,0.981334,0.975705,0.971062,0.961683,0.946996,0.93749,0.934552,0.929335,0.926359,0.916487,0.915882,0.908894,0.905937,0.902678,0.900495
11,156,0,51,17,13.3442,1.14951,-2.44803,0.776669,-2.60063,-0.0936279,-0.297604,-1.41424,-2.92785,-2.37202,0.989349,-3.06093,-0.609976,-2.64036,-0.139296,-3.18165,-1.42823,-0.731975,1.3846,-0.692595,-0.362893,-1.47633,-3.17788,-4.08132,0,1,2,2,5,6,7,7,7,8,8,9,13,13,13,13,15,16,18,20,23,24,26,28,30,30,31,36,48,51,1.81465,1.25193,1.09195,1.04732,1.03883,1.01763,1.00312,0.987955,0.972231,0.967853,0.958044,0.951329,0.936614,0.928919,0.923272,0.92031,0.909423,0.90748,0.905988,0.900106,0.896296,0.893711
12,169,9,94,45.1667,23.1697,1.12738,-2.26459,1.18199,-2.14795,-0.937959,0.555291,-1.86067,-2.18344,-2.63013,1.10201,-2.48174,-0.271615,-2.2419,-0.62282,-3.10099,-1.58317,-1.44029,0.385308,-0.573592,-0.227653,-1.49299,-2.99738,-4.82277,9,9,15,19,20,21,22,25,29,30,31,36,39,39,43,44,44,47,59,59,61,61,63,65,68,71,72,77,83,94,1.80734,1.27147,1.08875,1.05033,1.03551,1.00941,1.00291,0.988346,0.971426,0.96355,0.953684,0.950896,0.930808,0.9229,0.917788,0.913242,0.9068,0.904004,0.898722,0.895155,0.89072,0.885563
13,182,9,72,44.9667,17.1876,1.12246,-2.03682,1.68332,-2.70537,-0.223694,0.202184,-1.60513,-2.02516,-2.99861,1.47534,-1.82354,0.178333,-2.31325,-1.65171,-2.55305,-1.9012,-1.28308,0.183497,-1.99729,-0.784592,-2.4352,-3.36505,-4.54707,9,21,23,24,25,26,26,29,30,32,35,41,41,45,47,47,53,55,56,56,57,57,58,59,59,64,64,69,69,72,1.79547,1.28791,1.08891,1.06878,1.03267,1.01614,1.00202,0.992003,0.972056,0.964444,0.95672,0.94353,0.926085,0.922008,0.915944,0.907236,0.898069,0.896853,0.89259,0.889278,0.882669,0.877994
14,195,32,158,68.0333,31.1774,1.15735,-2.06546,2.23672,-1.64707,0.480504,0.00913421,-1.50352,-1.96684,-3.09189,1.19331,-1.34279,0.146196,-2.14397,-2.23808,-1.97822,-1.94013,-1.46793,-0.805432,-3.38328,-0.0152192,-2.10968,-3.8743,-5.55224,32,33,34,34,40,42,42,48,48,50,52,53,56,57,57,59,60,64,65,70,75,79,85,85,105,107,110,116,125,158,1.7949,1.33705,1.13788,1.07089,1.02319,1.01476,1.00183,0.989915,0.969282,0.958809,0.950398,0.938852,0.92564,0.913944,0.906972,0.900474,0.897699,0.891162,0.885961,0.882266,0.876027,0.87042
15,208,20,80,46.8667,16.6231,1.20289,-2.13431,2.35179,-1.67174,-0.418994,0.567756,-1.886,-2.07294,-3.48304,1.88863,0.101953,0.642512,-2.32796,-2.27043,-2.99983,-2.43668,-1.55691,0.0276784,-3.92322,0.0277885,-1.94986,-4.7309,-5.96727,20,22,23,24,27,27,32,35,38,40,43,44,44,45,45,46,48,49,49,50,51,54,61,64,64,66,68,68,79,80,1.78589,1.45005,1.14229,1.07421,1.02884,1.00602,0.998565,0.988378,0.966217,0.954794,0.946087,0.933582,0.930977,0.912112,0.904289,0.900386,0.889807,0.883613,0.878867,0.874154,0.870589,0.864242
16,221,19,117,60.3667,25.8917,1.2405,-1.92023,1.86981,-1.70489,0.2108,1.15408,-1.98817,-2.02911,-4.07771,2.35054,0.515205,1.09076,-2.92981,-1.86231,-3.0916,-3.47494,-1.59857,-0.776256,-3.19499,-0.183004,-1.64689,-4.5938,-7.02256,19,21,26,33,35,36,40,42,43,43,44,47,50,55,55,56,58,63,72,72,74,75,76,82,85,90,94,104,104,117,1.78943,1.54684,1.14736,1.07181,1.02266,1.002,0.993082,0.981444,0.960928,0.9562,0.94362,0.927439,0.92537,0.904654,0.902155,0.895756,0.883057,0.877951,0.873536,0.86905,0.868042,0.856653
17,234,28,106,57.0333,19.6477,1.31533,-2.70232,1.50398,-1.52206,-0.328783,1.59185,-2.65396,-1.48408,-3.587,1.77023,2.20192,1.40351,-1.27631,-2.13376,-2.66273,-4.60199,-1.70083,-0.994706,-4.35528,-1.12869,-2.33696,-5.29727,-7.41986,28,30,33,34,34,36,42,46,46,48,48,50,51,52,53,55,56,56,61,65,67,68,69,69,70,71,78,85,104,106,1.79631,1.71202,1.1414,1.06579,1.02916,1.00561,0.98389,0.975278,0.954999,0.949631,0.941655,0.926825,0.920296,0.909109,0.900517,0.889783,0.87639,0.875045,0.868216,0.862201,0.859661,0.851463
18,247,22,100,53.2667,22.3158,1.35739,-3.00246,2.03334,-2.15878,-0.558601,1.66343,-3.1229,-1.72571,-3.81201,1.91014,2.54553,1.27832,-1.1454,-2.68671,-2.1592,-3.56631,-1.39764,-1.57781,-4.26828,-0.813943,-1.21131,-6.00937,-7.425,22,25,25,25,28,31,32,32,33,37,41,42,46,50,52,55,59,59,61,62,64,65,66,69,71,74,88,90,94,100,1.81324,1.78563,1.14741,1.06266,1.02911,1.00126,0.980468,0.969906,0.95358,0.940279,0.935892,0.925103,0.916078,0.90936,0.901196,0.88558,0.870382,0.86734,0.860334,0.857293,0.853695,0.844864
19,260,9,108,50.0667,25.9096,1.3671,-2.35135,1.13748,-2.37206,-1.29596,1.19928,-4.15018,-1.93865,-3.89215,2.20165,1.69122,1.07012,-2.23498,-3.12427,-1.84742,-3.22107,-1.36411,-1.5819,-4.42598,-0.30201,-0.683934,-6.84032,-6.93469,9,19,19,20,20,25,27,30,34,35,35,36,40,43,43,46,50,54,56,59,61,61,72,72,72,81,87,93,95,108,1.87384,1.77641,1.14924,1.0561,1.02822,1.01073,0.972743,0.9648,0.944723,0.939726,0.928728,0.919014,0.914579,0.907773,0.902189,0.880375,0.867418,0.860324,0.855425,0.851541,0.848058,0.836824
20,273,13,104,43.3667,22.2548,1.35053,-2.30814,0.369441,-3.33424,-1.95627,0.732758,-4.50807,-1.23418,-4.93919,1.96207,0.823115,1.20811,-2.90996,-1.96558,-2.12362,-3.63454,-1.09877,-1.30141,-4.80265,-1.02046,-1.49143,-6.10532,-5.37443,13,17,19,21,21,21,22,26,29,29,30,31,36,37,38,38,40,43,50,50,52,55,56,60,61,70,72,75,85,104,1.9033,1.76918,1.14407,1.06067,1.03923,1.02298,0.968459,0.965837,0.939736,0.938656,0.929916,0.914042,0.910438,0.900343,0.898103,0.884602,0.868637,0.854635,0.848819,0.843647,0.842126,0.830053
21,286,26,90,46.1667,16.6714,1.32549,-3.16619,0.549699,-3.1895,-2.01177,0.196201,-4.24676,-2.17275,-4.6283,2.34491,-0.376999,1.53961,-3.04806,-1.70213,-2.54591,-3.4374,-1.81078,-1.20403,-6.09017,-1.84986,-1.02211,-6.33001,-5.86033,26,27,29,29,29,32,33,34,35,36,37,39,39,40,42,42,44,44,45,46,51,55,56,56,61,63,65,77,83,90,1.92223,1.76128,1.1463,1.06112,1.04092,1.01591,0.971882,0.958105,0.937702,0.931909,0.92571,0.907624,0.902697,0.895522,0.889795,0.881104,0.864362,0.854495,0.843434,0.83569,0.834798,0.823806
22,299,12,102,44.8333,21.8112,1.34349,-2.38487,0.858353,-3.59379,-2.03808,0.937482,-5.00101,-2.43569,-4.98672,1.22939,-0.412618,1.91779,-3.73745,-1.61806,-1.30047,-3.32371,-0.97292,-1.99787,-6.54697,-1.52735,0.553477,-7.96967,-5.9812,12,15,17,18,27,28,28,30,32,35,37,39,39,40,41,41,43,45,46,48,49,50,53,53,62,63,77,84,91,102,1.94633,1.74805,1.14808,1.09255,1.03882,1.02054,0.984755,0.952074,0.950451,0.929812,0.92432,0.910469,0.90654,0.896644,0.88103,0.873688,0.861131,0.849937,0.843254,0.830649,0.828328,0.816797
23,312,20,94,43.7667,18.2373,1.33958,-2.49716,1.18052,-3.54216,-1.8193,-0.280212,-5.17041,-3.33539,-4.95416,2.24974,-0.403329,1.7521,-3.82964,-1.19763,-1.3262,-2.43098,-1.36248,-2.68412,-6.6981,-1.32788,0.0901819,-8.33448,-6.65252,20,25,26,26,26,27,28,29,29,31,33,35,35,37,39,41,42,44,45,49,51,53,54,55,55,59,68,75,82,94,1.97039,1.74323,1.14538,1.10033,1.03066,1.02132,0.984729,0.947078,0.942824,0.931871,0.920689,0.915765,0.906451,0.894943,0.878294,0.869907,0.858869,0.842647,0.838336,0.823063,0.821739,0.811179
24,325,4,62,31,14.1421,1.31357,-2.11393,0.906403,-3.03915,-0.774208,-0.823811,-5.34919,-4.26318,-4.89328,2.94997,0.333813,1.23269,-3.68841,-1.11403,-2.47915,-1.85155,-1.36028,-2.79952,-5.34596,-1.0621,0.839032,-7.79428,-6.72566,4,9,10,15,17,17,21,23,23,25,27,27,27,28,29,30,31,32,35,35,37,38,39,41,43,45,48,51,61,62,1.97737,1.73091,1.14974,1.09953,1.05163,1.02153,0.985428,0.947426,0.935893,0.927348,0.917461,0.914703,0.903085,0.890107,0.875608,0.865567,0.851241,0.838863,0.834235,0.817093,0.81476,0.803855
