generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,0,0,0,0.939326,-0.744988,0.32991,0.637754,0.278897,-0.358018,0.374816,-0.422771,0.0383814,-0.667824,-0.659082,0.0597671,-0.437181,-0.151141,0.502081,0.783288,-0.96105,0.514939,0.2853,-0.888438,-0.588408,0.117592,-0.440709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0843,1.03096,1.01746,1.00929,0.995065,0.992354,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,6,2.1,1.82606,0.90014,-0.722583,0.626473,0.164884,-0.164477,0.313241,-0.328516,-0.870332,0.131953,-0.874322,-0.839105,0.0161992,-0.43692,-0.213266,0.570321,0.744446,-1.05523,0.608956,1.26874,-1.06977,-1.17519,-0.154696,-0.855822,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4,5,6,1.10905,1.04687,1.01553,1.01189,1.00533,1.00094,0.995296,0.990655,0.98297,0.982242,0.981516,0.980813,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,7,1.5,1.83359,0.895689,-0.909201,0.460878,-1.00483,-0.937111,0.941119,-0.428226,-0.944027,-0.418131,-1.1397,-1.14506,0.18829,-0.285564,-0.283738,1.19175,1.0069,-1.27129,-0.478196,1.10667,-2.1633,-1.15972,-0.055159,-0.581492,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,6,7,1.16685,1.06464,1.03789,1.01643,1.01543,1.00394,0.996698,0.992181,0.984744,0.980194,0.974774,0.972902,0.972119,0.971089,0.970717,0.970076,0.969583,0.968966,0.968682,0.968682,0.968682,0.968682
3,52,0,4,0.933333,1.2299,0.877855,-0.866138,0.871859,-1.50153,-0.720789,0.52317,-0.382982,-1.37365,-0.368079,-1.2435,-1.33116,-0.38261,-0.648392,-0.303867,0.984009,0.885565,-0.235739,-0.298791,0.836208,-2.02468,-1.81265,-0.0357913,-0.572514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,1.21939,1.05993,1.03856,1.0207,1.01298,1.00972,1.0029,0.99592,0.986215,0.981222,0.974992,0.970079,0.96576,0.964926,0.962814,0.962288,0.96059,0.960219,0.960064,0.958917,0.958708,0.958519
4,65,0,6,1.26667,1.72073,0.886705,-0.743892,1.0767,-1.15295,-0.577838,-0.46371,-0.920613,-1.76297,-1.41662,-1.3005,-1.83644,-0.528622,-1.30714,-0.0313584,1.68444,1.75723,-0.231987,-0.238538,-0.0402978,-2.15821,-2.0703,-0.18632,-0.375902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,6,1.27974,1.0762,1.04932,1.03234,1.01722,1.00738,1.002,0.995746,0.988073,0.978794,0.968595,0.96438,0.961378,0.959022,0.956116,0.955039,0.953015,0.952351,0.951582,0.949585,0.949256,0.948849
5,78,0,4,1.43333,1.54659,0.914205,-0.417126,1.51964,-1.29016,-0.173363,-0.908506,-0.669124,-2.14376,-1.59793,-0.986786,-2.25657,-0.788997,-1.9318,0.67356,1.08375,2.01183,0.378672,-0.673483,-0.217757,-2.71901,-2.61121,-0.123921,-0.396106,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,1.35063,1.10057,1.0436,1.03344,1.01796,1.00644,0.997954,0.988714,0.98555,0.97495,0.96934,0.967492,0.957744,0.956042,0.9509,0.949099,0.947223,0.944985,0.943624,0.942016,0.940392,0.939402
6,91,0,8,1.8,1.98963,0.928001,-0.210991,1.60896,-1.60728,0.309609,-0.851729,-1.10518,-2.06882,-1.33148,-0.990807,-2.19689,-0.633457,-2.68754,0.790756,1.19191,1.3333,0.364784,-0.167833,-0.50934,-2.24088,-3.21496,0.102009,-0.784255,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,5,5,5,8,1.40776,1.11616,1.04161,1.02768,1.01628,1.00054,0.989506,0.984209,0.978874,0.971465,0.966826,0.965345,0.962986,0.950441,0.948988,0.943046,0.938218,0.937037,0.935234,0.934484,0.932579,0.931292
7,104,1,9,4.43333,2.23889,0.956315,-0.611242,2.11633,-2.56028,0.0656501,-0.812958,-1.23804,-2.7702,-1.69463,-1.26307,-2.76012,-1.23421,-2.69846,-0.0585511,0.325603,1.27959,-0.586645,-0.146432,-0.402347,-2.44906,-3.73281,0.277179,-1.24299,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,6,7,7,7,9,9,9,1.5082,1.12618,1.05441,1.03311,1.01228,0.996011,0.983849,0.979331,0.975891,0.970473,0.962466,0.959781,0.958591,0.948803,0.94331,0.938052,0.932822,0.931117,0.928699,0.926594,0.925416,0.923103
8,117,0,10,3.26667,2.27328,0.995491,-0.883411,2.76726,-2.13258,-0.353764,-1.27294,-0.866631,-3.57487,-1.90301,-1.78809,-2.1195,-1.16352,-3.56727,0.23732,0.920021,1.78309,-0.154944,0.226048,-0.610759,-2.30014,-4.62272,0.876648,-1.26821,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,6,8,10,1.63652,1.13055,1.05281,1.03583,1.00912,0.993656,0.98431,0.980166,0.971334,0.968516,0.962139,0.952993,0.951674,0.940273,0.937844,0.933861,0.926113,0.926016,0.921398,0.919544,0.917161,0.914948
9,130,0,16,3.7,3.47553,1.02394,-0.552561,2.07814,-2.12635,-0.0800696,-1.26505,-0.31612,-2.97611,-2.25717,-1.21775,-3.0363,-1.48308,-3.90086,0.297399,0.635519,1.60414,-0.181736,0.616625,-0.254932,-2.5728,-5.03846,0.697577,-2.71354,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,7,8,12,16,1.72739,1.12966,1.06543,1.02675,1.01861,0.987075,0.981047,0.97995,0.97271,0.964693,0.95975,0.950692,0.944292,0.936692,0.933664,0.929201,0.926262,0.920966,0.917973,0.912119,0.910985,0.905733
