generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,2,0.166667,0.461133,-1.18685,-0.177076,-7.92259,-2.83221,-2.14853,-3.04271,2.41668,5.2637,3.0063,-0.00427295,-6.43464,-6.20254,5.32557,3.24718,0.265089,4.26139,7.53745,1.36246,7.96791,-1.07565,-3.47987,2.34044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
1,26,0,1,0.1,0.305129,-7.43477,-0.191011,-10.4717,-6.14691,-5.20396,-15.0203,-2.77203,7.40587,1.96634,-5.9983,-1.82424,-3.9566,11.2575,0.54898,1.22331,4.80431,0.754578,3.96727,7.41151,1.3866,-0.907176,-0.462809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2,39,0,5,1.43333,1.6121,0.66634,0.682843,-10.3379,-4.27451,-4.35118,-18.6281,-6.19198,1.0758,5.04201,-22.4872,-14.5431,-5.92126,11.1722,1.04629,-5.61791,2.54083,4.32873,-3.2405,4.27543,-0.222612,0.37204,0.428425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,5
3,52,0,6,1.63333,1.75152,0.860345,0.939347,-10.0235,-4.64559,-5.60494,-19.5005,-10.4523,1.94867,5.02636,-26.6396,-16.7745,-7.04133,11.142,2.22133,-4.53508,-3.85893,0.773943,-1.75899,3.09462,-3.98267,-5.60561,2.05887,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,5,5,6
4,65,0,7,1.96667,1.86591,-7.04805,-0.72384,-11.1637,-2.50321,-6.07602,-18.71,-9.57783,3.42997,3.69163,-27.2238,-17.2623,-3.18783,11.614,1.63454,-5.71056,-4.16721,1.50572,-3.39585,5.48898,-3.97234,-2.58814,0.718544,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,5,5,5,7
5,78,0,6,2.16667,1.82101,5.1516,-0.711307,-10.8161,-5.39273,-7.63851,-19.9031,-5.68073,4.81622,4.84549,-27.3005,-14.2124,-4.22715,7.76636,0.26855,-5.82394,-4.16377,1.4044,-4.89753,4.74354,-7.0531,-8.29527,2.45603,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,5,5,5,5,5,6
6,91,0,7,2.56667,1.99453,5.0941,1.52397,-15.6383,-3.65307,-9.16023,-19.1723,-8.45663,4.77443,3.57235,-28.1946,-14.5606,-8.54221,7.82678,-1.60548,-5.43038,-4.17279,2.51838,-6.5537,4.86626,-9.47893,-10.1246,2.33081,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,5,5,5,5,6,7
7,104,0,10,2.8,3.02176,7.87183,3.38272,-20.0416,-3.90699,-9.18957,-19.6612,-10.9792,4.15017,5.45334,-27.1701,-12.7892,-8.14258,8.2083,0.996802,-8.7075,-4.24146,1.95433,-8.33053,7.06914,-9.69862,-10.2773,-0.253924,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,5,5,6,8,9,10,10
8,117,0,12,3.83333,2.45066,6.08264,0.249901,-18.5823,-4.17649,-12.1051,-22.1315,-12.5214,3.02126,3.95759,-24.3349,-11.6165,-9.42303,7.2358,0.731581,-9.18076,-5.67307,2.83828,-6.47158,8.0631,-9.84503,-8.6026,-0.252958,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,5,5,6,6,6,7,7,7,12
9,130,0,10,3.93333,2.42022,5.22191,2.24345,-18.8812,-3.84808,-10.9835,-23.7517,-13.7038,2.11657,3.87909,-25.8905,-12.1934,-8.56231,6.33986,1.58474,-11.3077,-8.67366,1.40042,-6.64397,7.83054,-11.9388,-7.43051,-0.394258,0,0,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,8,10
10,143,0,6,3.43333,2.14449,6.51412,1.35924,-18.2261,-5.40165,-11.7385,-23.1265,-9.76087,2.98203,5.85871,-24.5159,-14.0781,-9.48659,7.35072,0.879508,-14.3399,-8.61427,0.945055,-8.7132,7.94277,-6.55642,-9.57036,-0.606147,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6
11,156,0,7,2.36667,1.86591,6.85041,0.830898,-16.5065,-4.18279,-9.51738,-24.1584,-10.7319,1.14782,4.24906,-23.442,-15.5676,-7.3277,7.88331,0.850108,-13.5567,-8.70643,3.16835,-7.42997,7.17761,-4.60408,-9.96324,-0.328095,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,6,7
12,169,0,11,3.16667,2.18274,7.73267,1.23294,-14.8636,-5.79948,-8.04906,-22.5403,-2.60501,-0.614241,4.60991,-21.2612,-16.3245,-2.13276,6.74264,1.4202,-13.4019,-8.2696,5.51025,-9.44367,9.1166,-4.47051,-9.79399,-1.36496,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5,5,5,6,7,11
13,182,0,7,1.63333,1.62912,9.23504,5.57803,-15.2347,-5.7673,-7.25832,-24.5616,-1.53896,-0.255463,4.15849,-23.8449,-15.9321,-0.34964,7.42351,2.12343,-15.0677,-10.6445,6.30007,-10.9087,8.47743,-4.16157,-9.77764,-2.77598,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,7
